rank,mp_id,mp_name,state,constituency,party,total_works,anomalous_works,anomaly_rate_pct,avg_cost_overrun_pct,avg_delay_days,inspection_rate_pct,utilization_pct,risk_score,risk_tier
393,393,Thirumaa Valavan Thol,Tamil Nadu,CHIDAMBARAM(SC),BJP,31,16,51.61,6.11,40.5,70.97,40.67,100,Moderate Risk
394,394,V S Matheswaran,Tamil Nadu,NAMAKKAL,TMC,15,10,66.67,13.05,86.7,66.67,61.01,100,Moderate Risk
395,395,Aruna. D. K,Telangana,MAHABUBNAGAR,RJD,13,11,84.62,4.56,86.8,61.54,85.83,100,Clean / Exemplary
396,396,Arvind Dharmapuri,Telangana,NIZAMABAD,TDP,19,12,63.16,10.41,74.6,73.68,20.89,100,High Risk
397,397,Asaduddin Owaisi,Telangana,HYDERABAD,BJP,50,33,66.0,9.73,61.1,66.0,63.05,100,Moderate Risk
398,398,Balram Naik Porika,Telangana,MAHABUBABAD,BJP,39,28,71.79,18.77,54.5,71.79,63.11,100,Moderate Risk
399,399,Chamala Kiran Kumar Reddy,Telangana,BHONGIR,SHS,36,20,55.56,8.68,48.3,72.22,31.38,100,High Risk
400,400,Dr.Mallu Ravi,Telangana,NAGARKURNOOL(SC),DMK,35,18,51.43,10.05,52.1,85.71,81.05,100,Clean / Exemplary
401,401,Eatala Rajender,Telangana,MALKAJGIRI,BJP,25,18,72.0,14.98,84.8,64.0,19.49,100,High Risk
402,402,Godam Nagesh,Telangana,ADILABAD(ST),INC,26,13,50.0,9.25,60.0,73.08,82.49,100,Clean / Exemplary
403,403,Kadiyam Kavya,Telangana,WARANGEL(SC),JDU,43,28,65.12,13.14,65.8,69.77,24.05,100,High Risk
404,404,Kishan Reddy Gangapuram,Telangana,SECUNDERABAD,BJP,22,17,77.27,10.66,97.4,63.64,64.7,100,Moderate Risk
405,405,Konda Vishweshwar Reddy,Telangana,CHELVELLA,TMC,18,12,66.67,6.33,45.6,66.67,22.37,100,High Risk
406,406,Kunduru Raghuveer,Telangana,NALGONDA,Others,17,12,70.59,0.25,73.8,76.47,34.2,100,High Risk
407,407,Madhavaneni Raghunandan Rao,Telangana,MEDAK,TDP,42,26,61.9,4.24,108.4,78.57,37.3,100,High Risk
408,408,Ramasahayam Raghuram Reddy,Telangana,KHAMMAM,TMC,28,15,53.57,10.06,82.6,82.14,57.96,100,Moderate Risk
409,409,Sanjay Kumar Bandi,Telangana,KARIMNAGAR,TMC,25,11,44.0,4.29,39.9,72.0,37.92,100,High Risk
410,410,Suresh Kumar Shetkar,Telangana,ZAHIRABAD,TMC,34,26,76.47,11.56,75.4,82.35,84.85,100,Clean / Exemplary
411,411,Vamsi Krishna Gaddam,Telangana,PEDDAPALLE,BJP,22,11,50.0,6.61,40.5,77.27,63.57,100,Moderate Risk
412,412,Kalaben Mohanbhai Delkar,The Dadra And Nagar Haveli And Daman And Diu,DADRA & NAGAR HAVELI (ST),BJP,29,18,62.07,7.58,69.9,79.31,77.11,100,Clean / Exemplary
413,413,Patel Umeshbhai Babubhai,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,DMK,24,14,58.33,4.28,63.4,66.67,32.6,100,High Risk
414,414,Biplab Kumar Deb,Tripura,TRIPURA WEST,SP,47,30,63.83,4.64,53.9,65.96,28.23,100,High Risk
415,415,Kriti Devi Debbarman,Tripura,TRIPURA EAST(ST),TMC,24,15,62.5,0.47,54.4,75.0,25.07,100,High Risk
416,416,Aditya Yadav,Uttar Pradesh,BADAUN,BJP,45,32,71.11,11.74,64.6,68.89,62.53,100,Moderate Risk
417,417,Afzal Ansari,Uttar Pradesh,GHAZIPUR,BJP,24,19,79.17,11.66,127.9,79.17,52.66,100,Moderate Risk
418,418,Ajendra Singh Lodhi,Uttar Pradesh,HAMIRPUR_UP,INC,26,18,69.23,12.51,81.5,73.08,80.42,100,Clean / Exemplary
419,419,Akhilesh Yadav,Uttar Pradesh,KANNAUJ,YSR Congress,32,20,62.5,13.61,32.4,71.88,42.76,100,Moderate Risk
420,420,Akshaya Yadav,Uttar Pradesh,FIROZABAD,BSP,36,26,72.22,13.95,66.2,69.44,28.37,100,High Risk
421,421,Anand Bhadauriya,Uttar Pradesh,DHAURAHRA,TMC,10,5,50.0,-1.22,60.1,70.0,87.37,100,Clean / Exemplary
422,422,Anand Kumar,Uttar Pradesh,BAHRAICH(SC),TMC,22,15,68.18,5.2,77.0,68.18,22.58,100,High Risk
423,423,Anoop Pradhan Balmiki,Uttar Pradesh,HATHRAS (SC),JDU,33,19,57.58,7.3,71.1,66.67,44.44,100,Moderate Risk
424,424,Anurag Sharma,Uttar Pradesh,JHANSI,BJD,37,22,59.46,5.37,64.5,72.97,58.41,100,Moderate Risk
425,425,Arun Govil,Uttar Pradesh,MEERUT,DMK,17,11,64.71,11.62,53.1,94.12,75.64,100,Clean / Exemplary
426,426,Ashok Kumar Rawat,Uttar Pradesh,MISRIKH(SC),TDP,25,16,64.0,15.82,60.8,64.0,76.66,100,Clean / Exemplary
427,427,Atul Garg,Uttar Pradesh,GHAZIABAD,DMK,33,15,45.45,6.78,74.0,66.67,31.44,100,High Risk
428,428,Awadhesh Prasad,Uttar Pradesh,FAIZABAD,BJP,11,7,63.64,7.76,81.9,72.73,56.56,100,Moderate Risk
429,429,Babu Singh Kushwaha,Uttar Pradesh,JAUNPUR,BJP,43,29,67.44,7.81,74.6,72.09,50.73,100,Moderate Risk
430,430,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),JDU,13,8,61.54,21.28,37.8,53.85,58.47,100,Moderate Risk
431,431,Chandan Chauhan,Uttar Pradesh,BIJNOR,AITC,12,7,58.33,13.36,31.3,58.33,62.94,100,Moderate Risk
432,432,Chandra Shekhar,Uttar Pradesh,NAGINA(SC),Independent,34,20,58.82,1.05,53.9,61.76,61.59,100,Moderate Risk
433,433,Chhatra Pal Singh Gangwar,Uttar Pradesh,BAREILLY,BJP,8,1,12.5,1.11,53.1,75.0,86.13,100,Clean / Exemplary
434,434,Chhotelal,Uttar Pradesh,ROBERTSGANJ(SC),BJD,41,28,68.29,13.91,70.7,51.22,45.07,100,Moderate Risk
435,435,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),BJP,40,28,70.0,16.29,76.4,70.0,29.72,100,High Risk
436,436,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,INC,32,12,37.5,-1.08,84.1,81.25,52.25,100,Moderate Risk
437,437,Devesh Shakya,Uttar Pradesh,ETAH,BJP,35,25,71.43,6.89,96.7,65.71,84.46,100,Clean / Exemplary
438,438,Dharmendra Yadav,Uttar Pradesh,AZAMGARH,BJP,15,9,60.0,5.63,48.7,80.0,21.4,100,High Risk
439,439,Dr Rajkumar Sangwan,Uttar Pradesh,BAGHPAT,NCP,26,15,57.69,4.23,18.9,69.23,89.3,100,Clean / Exemplary
440,440,Dr. S P Singh,Uttar Pradesh,PRATAPGARH,BJP,16,9,56.25,11.18,43.9,75.0,68.58,100,Clean / Exemplary
441,441,Harendra Singh Malik,Uttar Pradesh,MUZAFFARNAGAR,BJD,19,13,68.42,11.4,37.2,73.68,39.18,100,High Risk
442,442,Imran Masood,Uttar Pradesh,SAHARANPUR,BJP,29,16,55.17,5.47,90.8,58.62,44.9,100,Moderate Risk
443,443,Iqra Choudhary,Uttar Pradesh,KAIRANA,BJP,28,19,67.86,12.76,76.6,75.0,38.36,100,High Risk
444,444,Jagdambika Pal,Uttar Pradesh,DOMARIYAGANJ,TDP,46,26,56.52,6.35,73.2,73.91,37.41,100,High Risk
445,445,Jai Prakash,Uttar Pradesh,HARDOI (SC),AITC,39,22,56.41,11.16,57.9,64.1,35.48,100,High Risk
446,446,Jitendra Kumar Dohare,Uttar Pradesh,ETAWAH(SC),SP,20,12,60.0,7.76,99.4,70.0,45.89,100,Moderate Risk
447,447,Jitin Prasada,Uttar Pradesh,PILIBHIT,BJP,12,9,75.0,9.44,38.8,83.33,63.11,100,Moderate Risk
448,448,Kamlesh Paswan,Uttar Pradesh,BANSGAON(SC),INC,11,7,63.64,11.53,57.8,63.64,77.81,100,Clean / Exemplary
449,449,Kanwar Singh Tanwar,Uttar Pradesh,AMROHA,YSR Congress,10,5,50.0,12.81,22.3,70.0,87.41,100,Clean / Exemplary
450,450,Karan Bhushan Singh,Uttar Pradesh,KAISERGANJ,BJP,35,20,57.14,7.92,57.9,62.86,85.61,100,Clean / Exemplary
451,451,Kirti Vardhan Singh,Uttar Pradesh,GONDA,INC,25,12,48.0,3.08,89.4,68.0,86.56,100,Clean / Exemplary
452,452,Kishori Lal,Uttar Pradesh,AMETHI,BJP,38,24,63.16,9.71,78.4,63.16,65.76,100,Clean / Exemplary
453,453,Krishna Devi Shivshanker Patel,Uttar Pradesh,BANDA,TMC,25,16,64.0,10.15,48.7,68.0,50.12,100,Moderate Risk
454,454,Lalji Verma,Uttar Pradesh,AMBEDKAR NAGAR,DMK,18,10,55.56,-2.96,61.2,61.11,63.27,100,Moderate Risk
455,455,Laxmikant Pappu Nishad,Uttar Pradesh,SANT KABIR NAGAR,DMK,48,27,56.25,8.0,50.6,70.83,47.78,100,Moderate Risk
456,456,Mahesh Sharma,Uttar Pradesh,GAUTAM BUDDHA NAGAR,TDP,32,16,50.0,6.08,67.2,75.0,40.31,100,Moderate Risk
457,457,Mohibbullah,Uttar Pradesh,RAMPUR,BJD,41,21,51.22,8.42,58.8,68.29,85.17,100,Clean / Exemplary
458,458,Mukesh Rajput,Uttar Pradesh,FARRUKHABAD,DMK,17,12,70.59,14.84,90.3,70.59,77.25,100,Clean / Exemplary
459,459,Narayan Das Ahirwar,Uttar Pradesh,JALAUN(SC),JDU,54,35,64.81,7.43,55.7,64.81,20.53,100,High Risk
460,460,Naresh Chandra Uttam Patel,Uttar Pradesh,FATEHPUR,INC,26,16,61.54,17.32,59.8,69.23,37.97,100,High Risk
461,461,Neeraj Maurya,Uttar Pradesh,AONLA,DMK,39,24,61.54,13.68,48.3,71.79,69.63,100,Clean / Exemplary
462,462,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,INC,37,22,59.46,8.02,52.4,72.97,29.55,100,High Risk
463,463,Praveen Patel,Uttar Pradesh,PHULPUR,BJP,24,17,70.83,9.27,94.5,79.17,32.73,100,High Risk
464,464,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),INC,24,12,50.0,7.38,53.9,83.33,87.61,100,Clean / Exemplary
465,465,Prof Sp Singh Baghel,Uttar Pradesh,AGRA(SC),INC,35,19,54.29,5.71,58.5,57.14,29.96,100,High Risk
466,466,Pushpendra Saroj,Uttar Pradesh,KAUSHAMBI(SC),Others,41,27,65.85,10.77,84.9,68.29,24.36,100,High Risk
467,467,R.K. Chaudhary,Uttar Pradesh,MOHANLALGANJ(SC),BJP,25,14,56.0,1.92,64.2,68.0,82.06,100,Clean / Exemplary
468,468,Rahul Gandhi,Uttar Pradesh,RAE BARELI,TMC,24,16,66.67,12.82,57.2,66.67,42.73,100,Moderate Risk
469,469,Rajeev Rai,Uttar Pradesh,GHOSI,BJP,5,5,100.0,23.34,172.6,40.0,74.23,100,Clean / Exemplary
470,470,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,INC,21,12,57.14,1.37,84.1,71.43,65.95,100,Clean / Exemplary
471,471,Rajnath Singh,Uttar Pradesh,LUCKNOW,INC,50,31,62.0,12.1,77.9,74.0,44.89,100,Moderate Risk
472,472,Rakesh Rathor,Uttar Pradesh,SITAPUR,TMC,39,20,51.28,2.86,30.1,53.85,37.66,100,High Risk
473,473,Ram Prasad Chaudhary,Uttar Pradesh,BASTI,BJP,26,15,57.69,9.94,48.5,73.08,53.12,100,Moderate Risk
474,474,Ram Shiromani,Uttar Pradesh,SHRAWASTI,TMC,32,16,50.0,3.67,53.0,75.0,62.71,100,Moderate Risk
475,475,Ramashankar Rajbhar,Uttar Pradesh,SALEMPUR,YSR Congress,13,11,84.62,10.24,106.1,53.85,57.56,100,Moderate Risk
476,476,Rambhual Nishad,Uttar Pradesh,SULTANPUR,BJP,48,36,75.0,13.21,67.0,56.25,48.46,100,Moderate Risk
477,477,Ramesh Awasthi,Uttar Pradesh,KANPUR,NCP,38,25,65.79,12.77,77.7,68.42,26.94,100,High Risk
478,478,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Uttar Pradesh,GORAKHPUR,SHS,15,11,73.33,15.33,103.8,80.0,76.35,100,Clean / Exemplary
479,479,Ruchi Vira,Uttar Pradesh,MORADABAD,INC,12,5,41.67,3.32,28.7,58.33,61.14,100,Moderate Risk
480,480,Sanatan Pandey,Uttar Pradesh,BALLIA,JDU,28,19,67.86,12.19,104.9,82.14,26.01,100,High Risk
481,481,Shashank Mani,Uttar Pradesh,DEORIA,Independent,49,35,71.43,9.09,66.1,69.39,76.25,100,Clean / Exemplary
482,482,Shri Arun Kumar Sagar,Uttar Pradesh,SHAHJAHANPUR(SC),BJD,12,6,50.0,0.44,42.4,91.67,38.22,100,High Risk
483,483,Shri Narendra Modi,Uttar Pradesh,VARANASI,TMC,13,6,46.15,4.14,49.6,61.54,54.03,100,Moderate Risk
484,484,Shri Satish Kumar Gautam,Uttar Pradesh,ALIGARH,TMC,34,21,61.76,11.89,68.0,73.53,76.18,100,Clean / Exemplary
485,485,Smt Anupriya Patel,Uttar Pradesh,MIRZAPUR,AAP,34,21,61.76,4.88,61.1,70.59,65.66,100,Clean / Exemplary
486,486,Smt Dimple Yadav,Uttar Pradesh,MAINPURI,RJD,30,17,56.67,5.31,67.0,70.0,49.67,100,Moderate Risk
487,487,Smt Hema Malini,Uttar Pradesh,MATHURA,INC,44,29,65.91,6.57,66.9,72.73,46.22,100,Moderate Risk
488,488,Swami Sachchidanandhari Sakshi Ji Maharaj,Uttar Pradesh,UNNAO,BJP,40,23,57.5,10.5,29.9,80.0,68.48,100,Clean / Exemplary
489,489,Tanuj Punia,Uttar Pradesh,BARABANKI(SC),BJP,45,29,64.44,13.8,68.8,77.78,63.37,100,Moderate Risk
490,490,Ujjwal Raman Singh,Uttar Pradesh,ALLAHABAD,TMC,27,15,55.56,8.05,47.3,81.48,28.6,100,High Risk
491,491,Utkarsh Verma Madhur,Uttar Pradesh,KHERI,DMK,7,6,85.71,-5.9,12.9,71.43,77.58,100,Clean / Exemplary
492,492,Vijay Kumar Dubey,Uttar Pradesh,KUSHI NAGAR,BJP,35,20,57.14,4.57,59.0,71.43,55.31,100,Moderate Risk
493,493,Vinod Kumar Bind,Uttar Pradesh,BHADOHI,INC,34,21,61.76,10.12,64.0,73.53,34.62,100,High Risk
494,494,Virendra Singh,Uttar Pradesh,CHANDAULI,BJP,27,18,66.67,12.68,79.4,66.67,53.06,100,Moderate Risk
495,495,Zia Ur Rehman,Uttar Pradesh,SAMBHAL,BJP,25,17,68.0,10.37,58.8,76.0,76.5,100,Clean / Exemplary
496,496,Ajay Bhatt,Uttarakhand,NAINITAL UDHAM SINGH NAG.,NCP,56,31,55.36,11.37,54.4,75.0,57.99,100,Moderate Risk
497,497,Ajay Tamta,Uttarakhand,ALMORA(SC),BJP,10,6,60.0,9.22,32.8,70.0,71.03,100,Clean / Exemplary
498,498,Anil Baluni,Uttarakhand,GARHWAL,TMC,32,19,59.38,8.88,70.3,71.88,67.43,100,Clean / Exemplary
499,499,Mala Rajya Laxmi Shah,Uttarakhand,TEHRI GARHWAL,INC,23,16,69.57,16.75,78.4,60.87,80.69,100,Clean / Exemplary
500,500,Trivendra Singh Rawat,Uttarakhand,HARDWAR,YSR Congress,27,20,74.07,10.01,106.0,59.26,64.83,100,Moderate Risk
501,501,Abhijit Gangopadhyay,West Bengal,TAMLUK,TMC,14,7,50.0,7.01,45.1,64.29,32.84,100,High Risk
502,502,Abu Taher Khan,West Bengal,MURSHIDABAD,BJP,29,17,58.62,5.89,72.7,65.52,62.83,100,Moderate Risk
503,503,Adhikari Soumendu,West Bengal,KANTHI,TMC,7,5,71.43,17.78,69.1,85.71,74.96,100,Clean / Exemplary
504,504,Arup Chakraborty,West Bengal,BANKURA,Independent,32,21,65.62,12.9,62.8,75.0,84.98,100,Clean / Exemplary
505,505,Asit Kumar Mal,West Bengal,BOLPUR(SC),INC,29,16,55.17,2.51,44.1,68.97,32.8,100,High Risk
506,506,Azad Kirti Jha,West Bengal,BARDHAMAN-DURGAPUR,DMK,38,28,73.68,5.52,52.8,63.16,26.55,100,High Risk
507,507,Bag Mitali,West Bengal,ARAMBAG(SC),BJD,63,44,69.84,13.35,65.7,63.49,58.45,100,Moderate Risk
508,508,Bapi Haldar,West Bengal,MATHURAPUR(SC),JDU,18,17,94.44,11.7,71.8,61.11,47.03,100,Moderate Risk
509,509,Dr Jayanta Kumar Roy,West Bengal,JALPAIGURI(SC),TMC,14,6,42.86,3.33,44.0,78.57,42.66,100,Moderate Risk
510,510,Dr Sukanta Majumdar,West Bengal,BALURGHAT,BJP,31,20,64.52,10.95,65.9,77.42,67.53,100,Clean / Exemplary
511,511,Dr. Sharmila Sarkar,West Bengal,BARDHAMAN PURBA(SC),INC,47,35,74.47,9.32,55.3,76.6,83.59,100,Clean / Exemplary
512,512,Isha Khan Choudhury,West Bengal,MALDAHA DAKSHIN,BJP,43,27,62.79,9.18,38.2,55.81,43.4,100,Moderate Risk
513,513,Jagadish Chandra Barma Basunia,West Bengal,COOCHBEHAR(SC),INC,38,25,65.79,11.32,56.2,73.68,49.82,100,Moderate Risk
514,514,Jagannath Sarkar,West Bengal,RANAGHAT(SC),BJP,30,17,56.67,10.11,92.3,66.67,26.41,100,High Risk
515,515,June Maliah,West Bengal,MEDINIPUR,BSP,28,19,67.86,9.29,49.2,60.71,81.16,100,Clean / Exemplary
516,516,Kakoli Ghosh Dastidar,West Bengal,BARASAT,SP,17,9,52.94,0.62,56.5,58.82,32.17,100,High Risk
517,517,Kalipada Saren,West Bengal,JHARGRAM(ST),BJP,29,18,62.07,8.81,63.2,82.76,70.64,100,Clean / Exemplary
518,518,Kalyan Banerjee,West Bengal,SREERAMPUR,TMC,32,20,62.5,7.58,66.7,65.62,25.33,100,High Risk
519,519,Kartick Chandra Paul,West Bengal,RAIGANJ,INC,9,5,55.56,1.07,86.4,77.78,27.02,100,High Risk
520,520,Khagen Murmu,West Bengal,MALDAHA UTTAR,BJP,21,16,76.19,13.87,64.0,66.67,73.08,100,Clean / Exemplary
521,521,Khalilur Rahaman,West Bengal,JANGIPUR,INC,52,37,71.15,12.74,60.7,71.15,73.93,100,Clean / Exemplary
522,522,Mala Roy,West Bengal,KOLKATA DAKSHIN,INC,25,16,64.0,8.09,36.2,76.0,81.14,100,Clean / Exemplary
523,523,Manoj Tigga,West Bengal,ALIPURDUARS(ST),BJP,35,20,57.14,5.46,92.4,82.86,85.56,100,Clean / Exemplary
524,524,Ms Mahua Moitra,West Bengal,KRISHNANAGAR,TDP,21,12,57.14,2.23,82.2,85.71,52.68,100,Moderate Risk
525,525,Partha Bhowmick,West Bengal,BARRACKPUR,BJP,13,5,38.46,9.66,41.8,76.92,33.43,100,High Risk
526,526,Pathan Yusuf,West Bengal,BAHARAMPUR,BJD,37,24,64.86,16.76,54.6,64.86,66.86,100,Clean / Exemplary
527,527,Prasun Banerjee,West Bengal,HOWRAH,TDP,39,25,64.1,10.74,68.8,58.97,46.64,100,Moderate Risk
528,528,Pratima Mondal,West Bengal,JOYNAGAR(SC),TMC,38,22,57.89,4.67,53.7,71.05,80.34,100,Clean / Exemplary
529,529,Prof Sougata Ray,West Bengal,DUM DUM,AAP,12,8,66.67,0.64,153.1,58.33,89.64,100,Clean / Exemplary
530,530,Rachna Banerjee,West Bengal,HOOGHLY,BJP,19,12,63.16,4.18,106.1,57.89,53.69,100,Moderate Risk
531,531,Raju Bista,West Bengal,DARJEELING,TDP,36,24,66.67,15.88,54.5,69.44,40.01,100,Moderate Risk
532,532,Saumitra Khan,West Bengal,BISHNUPUR(SC),TMC,36,22,61.11,5.01,67.7,58.33,80.94,100,Clean / Exemplary
533,533,Sayani Ghosh,West Bengal,JADAVPUR,BJD,20,13,65.0,2.86,55.8,55.0,54.85,100,Moderate Risk
534,534,Shatrughan Sinha,West Bengal,ASANSOL,BJP,19,16,84.21,7.68,103.5,63.16,66.75,100,Clean / Exemplary
535,535,Shri Abhishek Banerjee,West Bengal,DIAMOND HARBOUR,BJP,24,19,79.17,20.24,85.1,58.33,88.54,100,Clean / Exemplary
536,536,Shri Deepak (Dev) Adhikari,West Bengal,GHATAL,BJP,14,11,78.57,6.47,30.2,92.86,34.14,100,High Risk
537,537,Shri Jyotirmay Singh Mahato,West Bengal,PURULIA,BJD,41,30,73.17,10.0,95.5,70.73,26.57,100,High Risk
538,538,Shri Shantanu Thakur,West Bengal,BANGAON(SC),YSR Congress,19,11,57.89,5.86,47.2,84.21,47.79,100,Moderate Risk
539,539,Sk Nurul Islam,West Bengal,BASIRHAT,BJP,35,25,71.43,7.35,73.8,77.14,20.82,100,High Risk
540,540,Smt Sajda Ahmed,West Bengal,ULUBERIA,BJP,14,12,85.71,17.21,76.2,71.43,87.48,100,Clean / Exemplary
541,541,Smt Satabdi Roy (Banerjee),West Bengal,BIRBHUM,Others,50,29,58.0,3.58,65.0,72.0,62.21,100,Moderate Risk
542,542,Sudip Bandyopadhyay,West Bengal,KOLKATA UTTAR,BJP,28,13,46.43,2.65,81.0,78.57,34.09,100,High Risk
