mp_id,mp_name,state,constituency,constituency_type,house,party,allocated_amount,released_amount,expenditure_amount,utilization_pct,total_works_recommended,total_works_completed,risk_tier,deviation_pct
320,Dr Dharamvira Gandhi,Punjab,PATIALA,General,Lok Sabha,BJP,147000000.0,140223092.23584294,86690901.69113337,58.97,27,12,Moderate Risk,0.0
321,Dr. Raj Kumar Chabbewal,Punjab,HOSHIARPUR(SC),SC,Lok Sabha,BJP,147000000.0,129280246.3424748,40784005.73269082,27.74,66,18,High Risk,0.0
322,Gurmeet Singh Meet Hayer,Punjab,SANGRUR,General,Lok Sabha,DMK,147000000.0,136224259.66288874,31712091.826140083,21.57,31,12,High Risk,0.0
323,Malvinder Singh Kang,Punjab,ANANDPUR SAHIB,General,Lok Sabha,TDP,147000000.0,132072968.97957222,129356555.17688471,88.0,31,25,Clean / Exemplary,0.0
324,Sarabjeet Singh Khalsa,Punjab,FARIDKOT(SC),SC,Lok Sabha,NCP,150850348.15,134535577.6039729,49012672.3260657,32.49,18,3,High Risk,2.62
325,Sher Singh Ghubaya,Punjab,FIROZPUR,General,Lok Sabha,DMK,147000000.0,133105548.89040668,46093817.45501713,31.36,61,22,High Risk,0.0
326,Shri Amar Singh,Punjab,FATEHGARH SAHIB(SC),SC,Lok Sabha,BJP,147000000.0,142758675.41183013,100023068.53899942,68.04,29,21,Clean / Exemplary,0.0
327,Shri Gurjeet Singh Aujla,Punjab,AMRITSAR,General,Lok Sabha,BJP,147000000.0,124711678.55080988,101809287.0807159,69.26,15,11,Clean / Exemplary,0.0
328,Smt Harsimrat Kaur Badal,Punjab,BHATINDA,General,Lok Sabha,YSR Congress,159775982.39,150367920.78488252,85141345.39032046,53.29,59,29,Moderate Risk,8.69
329,Sukhjinder Singh Randhawa,Punjab,GURDASPUR,General,Lok Sabha,AITC,147000000.0,121974601.50051041,57776482.77306463,39.3,45,18,High Risk,0.0
330,Amraram,Rajasthan,SIKAR,General,Lok Sabha,BJP,165691544.11,143741231.10096592,77372052.6890901,46.7,76,53,Moderate Risk,12.72
331,Bhagirath Chaudhary,Rajasthan,AJMER,General,Lok Sabha,YSR Congress,147000000.0,143397677.19769537,41559160.76226843,28.27,62,27,High Risk,0.0
332,Bhajan Lal Jatav,Rajasthan,KARAULI-DHOLPUR(SC),SC,Lok Sabha,BJP,147000000.0,139668073.69824123,112078187.73660089,76.24,67,47,Clean / Exemplary,0.0
333,Bhupender Yadav,Rajasthan,ALWAR,General,Lok Sabha,INC,147000000.0,128496879.1237666,38129800.77936625,25.94,67,29,High Risk,0.0
334,Brijendra Singh Ola,Rajasthan,JHUNJHUNU,General,Lok Sabha,BJP,147000000.0,143799607.5427233,30650695.4455821,20.85,49,15,High Risk,0.0
335,Chandra Prakash Joshi,Rajasthan,CHITTORGARH,General,Lok Sabha,NCP,147000000.0,146625918.20185938,32113161.67576723,21.85,24,4,High Risk,0.0
336,Damodar Agarwal,Rajasthan,BHILWARA,General,Lok Sabha,BJP,147000000.0,121364547.66535853,54110984.17227607,36.81,24,4,High Risk,0.0
337,Dushyant Singh,Rajasthan,JHALAWAR-BARAN,General,Lok Sabha,INC,147000000.0,119209992.18136773,82788436.07827282,56.32,36,18,Moderate Risk,0.0
338,Gajendra Singh Shekhawat,Rajasthan,JODHPUR,General,Lok Sabha,TMC,147000000.0,130558424.75998391,109201791.75791658,74.29,41,29,Clean / Exemplary,0.0
339,Harish Chandra Meena,Rajasthan,TONK-SAWAI MADHOPUR,General,Lok Sabha,BJP,147000000.0,144483711.2101938,91193184.93862294,62.04,42,18,Moderate Risk,0.0
340,Kuldeep Indora,Rajasthan,GANGANAGAR(SC),SC,Lok Sabha,BSP,147000000.0,118764793.4652417,100913636.08242121,68.65,46,41,Clean / Exemplary,0.0
341,Lumbaram,Rajasthan,JALORE,General,Lok Sabha,BJP,147000000.0,133514112.25785147,32650214.302558567,22.21,61,16,High Risk,0.0
342,Mahima Kumari Mewar,Rajasthan,RAJSAMAND,General,Lok Sabha,INC,183892143.0,183437913.36168775,69446500.0811617,37.76,17,7,High Risk,25.1
343,Manju Sharma,Rajasthan,JAIPUR,General,Lok Sabha,BJP,167082901.11,154289195.8414587,105521765.3143952,63.16,60,39,Moderate Risk,13.66
344,Manna Lal Rawat,Rajasthan,UDAIPUR(ST),ST,Lok Sabha,BJP,147000000.0,139250219.24292982,46588612.32300774,31.69,58,11,High Risk,0.0
345,Murari Lal Meena,Rajasthan,DAUSA(ST),ST,Lok Sabha,BJP,147000000.0,119751960.15879226,53843291.06696829,36.63,54,19,High Risk,0.0
346,Om Birla,Rajasthan,KOTA,General,Lok Sabha,SP,163906956.6,159409253.90869695,87631770.14595805,53.46,29,12,Moderate Risk,11.5
347,Rahul Kaswan,Rajasthan,CHURU,General,Lok Sabha,JDU,147000000.0,145686839.7832155,76677072.46897604,52.16,66,39,Moderate Risk,0.0
348,Raj Kumar Roat,Rajasthan,BANSWARA(ST),ST,Lok Sabha,YSR Congress,147000000.0,119559569.9924843,121507615.51870258,82.66,48,45,Clean / Exemplary,0.0
349,Rao Rajendra Singh,Rajasthan,JAIPUR RURAL,General,Lok Sabha,YSR Congress,147000000.0,128051494.5069759,100979107.27452143,68.69,66,46,Clean / Exemplary,0.0
350,Sanjna Jatav,Rajasthan,BHARATPUR(SC),SC,Lok Sabha,AAP,147000000.0,133580023.5898738,103777591.80015299,70.6,20,14,Clean / Exemplary,0.0
351,Shri Arjun Ram Meghwal,Rajasthan,BIKANER(SC),SC,Lok Sabha,BSP,147000000.0,140780351.89164698,125951565.81834887,85.68,58,49,Clean / Exemplary,0.0
352,Shri Hanuman Beniwal,Rajasthan,NAGAUR,General,Lok Sabha,YSR Congress,147000000.0,126338791.54663335,77636223.64629765,52.81,34,20,Moderate Risk,0.0
353,Shri Pp Chaudhary,Rajasthan,PALI,General,Lok Sabha,INC,147000000.0,131772007.10849524,57884192.27172537,39.38,27,4,High Risk,0.0
354,Ummeda Ram Beniwal,Rajasthan,BARMER,General,Lok Sabha,AAP,147000000.0,124712791.40127657,93690259.48102951,63.73,61,30,Moderate Risk,0.0
355,Indra Hang Subba,Sikkim,SIKKIM,General,Lok Sabha,SP,152003923.11,128137494.64410876,85953425.24904323,56.55,17,9,Moderate Risk,3.4
356,Andimuthu Raja,Tamil Nadu,NILGIRIS(SC),SC,Lok Sabha,BSP,147000000.0,124586543.79337655,54307487.43853339,36.94,62,13,High Risk,0.0
357,Arun Nehru,Tamil Nadu,PERAMBALUR,General,Lok Sabha,BJP,147000000.0,136576885.49967074,103740322.66040888,70.57,26,23,Clean / Exemplary,0.0
358,Cn Annadurai,Tamil Nadu,TIRUVANNAMALAI,General,Lok Sabha,BJP,148579509.11,119295815.14502062,86418583.26038611,58.16,37,21,Moderate Risk,1.07
359,D M Kathir Anand,Tamil Nadu,VELLORE,General,Lok Sabha,INC,160196941.11,157126244.3151819,85860285.90931964,53.6,37,17,Moderate Risk,8.98
360,D Ravikumar,Tamil Nadu,VILUPPURAM(SC),SC,Lok Sabha,INC,197598306.11,182663300.53171745,79868612.25239685,40.42,71,35,Moderate Risk,34.42
361,Dr Rani Sri Kumar,Tamil Nadu,TENKASI(SC),SC,Lok Sabha,TMC,153060922.82,135056088.33088267,92462747.96127564,60.41,37,16,Moderate Risk,4.12
362,Durai Vaiko,Tamil Nadu,TIRUCHIRAPPALLI,General,Lok Sabha,RJD,147000000.0,130854677.51928149,105180111.84578396,71.55,22,20,Clean / Exemplary,0.0
363,Eswarasamy K,Tamil Nadu,POLLACHI,General,Lok Sabha,INC,162315106.11,148699736.8243221,75893703.34840406,46.76,56,25,Moderate Risk,10.42
364,Ganapathy Rajkumar P,Tamil Nadu,COIMBATORE,General,Lok Sabha,BJP,147370490.11,143296745.95570257,77200934.99708596,52.39,76,32,Moderate Risk,0.25
365,Ganesan Selvam,Tamil Nadu,KANCHEEPURAM(SC),SC,Lok Sabha,BJD,186508749.11,164453499.08200374,67514823.36063384,36.2,16,2,High Risk,26.88
366,Gopinath K,Tamil Nadu,KRISHNAGIRI,General,Lok Sabha,YSR Congress,147000000.0,129636702.57442248,90141349.58477372,61.32,50,31,Moderate Risk,0.0
367,K E Prakash,Tamil Nadu,ERODE,General,Lok Sabha,BJD,147000000.0,124016664.3032329,73417855.46142022,49.94,76,50,Moderate Risk,0.0
368,K Subbarayan,Tamil Nadu,TIRUPPUR,General,Lok Sabha,BJP,147000000.0,146740357.6084271,77495615.5076116,52.72,30,20,Moderate Risk,0.0
369,Kalanidhi Veeraswamy,Tamil Nadu,CHENNAI NORTH,General,Lok Sabha,TDP,171500000.0,146310081.46079263,91243913.85767385,53.2,23,12,Moderate Risk,16.67
370,Kani K Navas,Tamil Nadu,RAMANATHAPURAM,General,Lok Sabha,YSR Congress,147000000.0,125238225.2832863,92881779.90086387,63.18,56,35,Moderate Risk,0.0
371,Kanimozhi Karunanidhi,Tamil Nadu,THOOTHUKKUDI,General,Lok Sabha,BJP,147000000.0,139974220.33355963,84964495.57276154,57.8,50,21,Moderate Risk,0.0
372,M.K. Vishnuprasad,Tamil Nadu,CUDDALORE,General,Lok Sabha,DMK,147000000.0,141628554.4368973,37643817.692983076,25.61,44,16,High Risk,0.0
373,Malaiyarasan D,Tamil Nadu,KALLAKURICHI,General,Lok Sabha,YSR Congress,201599593.0,186744131.0651285,105579521.99333297,52.37,62,37,Moderate Risk,37.14
374,Mani. A.,Tamil Nadu,DHARAMAPURI,General,Lok Sabha,TMC,164515071.11,143431917.5503775,106655114.1037491,64.83,53,36,Moderate Risk,11.92
375,Manickam Tagore B,Tamil Nadu,VIRUDHUNAGAR,General,Lok Sabha,Independent,147000000.0,125189122.92141315,46226606.488998845,31.45,57,9,High Risk,0.0
376,Murasoli S,Tamil Nadu,THANJAVUR,General,Lok Sabha,TMC,147000000.0,128765701.93726936,98159096.97131115,66.77,71,47,Clean / Exemplary,0.0
377,Robert Bruce C,Tamil Nadu,TIRUNELVELI,General,Lok Sabha,YSR Congress,147475440.11,139678800.39702356,49469186.97737467,33.54,79,14,High Risk,0.32
378,S Venkatesan,Tamil Nadu,MADURAI,General,Lok Sabha,TMC,147000000.0,131799284.83930945,48549835.89638194,33.03,23,8,High Risk,0.0
379,S. Jagathrakshakan,Tamil Nadu,ARAKKONAM,General,Lok Sabha,TMC,180589332.34,160249581.21550706,49514065.15149774,27.42,62,9,High Risk,22.85
380,Sachithanantham R,Tamil Nadu,DINDIGUL,General,Lok Sabha,YSR Congress,147000000.0,121579410.01896396,108171277.30618519,73.59,63,52,Clean / Exemplary,0.0
381,Sasikanth Senthil,Tamil Nadu,TIRUVALLUR(SC),SC,Lok Sabha,BJP,171500000.0,142849427.92272776,105388684.47774467,61.45,36,19,Moderate Risk,16.67
382,Selvaganapathi T M,Tamil Nadu,SALEM,General,Lok Sabha,YSR Congress,147000000.0,141058676.2927073,110984719.71858206,75.5,40,36,Clean / Exemplary,0.0
383,Selvaraj V,Tamil Nadu,NAGAPATTINAM(SC),SC,Lok Sabha,BJP,147000000.0,138059434.07416278,123562768.03908473,84.06,66,58,Clean / Exemplary,0.0
384,Shri Karti P Chidambaram,Tamil Nadu,SIVAGANGA,General,Lok Sabha,INC,159049284.11,137321452.86585698,84090778.53987062,52.87,43,17,Moderate Risk,8.2
385,Shri Vijayakumar Vasanth,Tamil Nadu,KANNIYAKUMARI,General,Lok Sabha,BJP,171500000.0,159028566.99729088,116967151.08787023,68.2,18,12,Clean / Exemplary,16.67
386,Smt S Jothimani,Tamil Nadu,KARUR,General,Lok Sabha,TMC,147000000.0,118409579.56416228,100223418.86178637,68.18,47,43,Clean / Exemplary,0.0
387,Sudha R,Tamil Nadu,MAYILADUTHURAI,General,Lok Sabha,YSR Congress,147332315.11,132271941.97004826,52402963.438974634,35.57,41,12,High Risk,0.23
388,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,CHENNAI SOUTH,General,Lok Sabha,CPI(M),147000000.0,117860580.582336,58084390.8714575,39.51,79,14,High Risk,0.0
389,Thalikkottai Rajuthevar Baalu,Tamil Nadu,SRIPERUMBUDUR,General,Lok Sabha,INC,196905535.11,173556732.30560705,78031368.21661183,39.63,19,7,High Risk,33.95
390,Thanga Tamilselvan,Tamil Nadu,THENI,General,Lok Sabha,NCP,147000000.0,145462027.96335545,65293632.94545942,44.42,19,10,Moderate Risk,0.0
391,Tharaniventhan M S,Tamil Nadu,ARANI,General,Lok Sabha,BJP,168337124.35,137257447.62471253,114813676.27237566,68.2,47,32,Clean / Exemplary,14.52
392,Thiru Dayanidhi Maran,Tamil Nadu,CHENNAI CENTRAL,General,Lok Sabha,BJP,147000000.0,119743313.95981637,111155649.52809805,75.62,41,27,Clean / Exemplary,0.0
393,Thirumaa Valavan Thol,Tamil Nadu,CHIDAMBARAM(SC),SC,Lok Sabha,BJP,147000000.0,141222392.6529284,59785391.83753337,40.67,75,30,Moderate Risk,0.0
394,V S Matheswaran,Tamil Nadu,NAMAKKAL,General,Lok Sabha,TMC,162539930.11,139273122.32730445,99171862.6720333,61.01,23,10,Moderate Risk,10.57
395,Aruna. D. K,Telangana,MAHABUBNAGAR,General,Lok Sabha,RJD,147000000.0,128482665.78751007,126173188.3299149,85.83,16,13,Clean / Exemplary,0.0
396,Arvind Dharmapuri,Telangana,NIZAMABAD,General,Lok Sabha,TDP,281396355.11,242953223.50902587,58780822.26541185,20.89,26,5,High Risk,91.43
397,Asaduddin Owaisi,Telangana,HYDERABAD,General,Lok Sabha,BJP,147000000.0,132838891.77949385,92684243.62734458,63.05,72,42,Moderate Risk,0.0
398,Balram Naik Porika,Telangana,MAHABUBABAD,General,Lok Sabha,BJP,147000000.0,128613610.87001826,92770975.08957307,63.11,55,25,Moderate Risk,0.0
399,Chamala Kiran Kumar Reddy,Telangana,BHONGIR,General,Lok Sabha,SHS,147000000.0,145524117.45078257,46133283.05858931,31.38,62,21,High Risk,0.0
400,Dr.Mallu Ravi,Telangana,NAGARKURNOOL(SC),SC,Lok Sabha,DMK,147000000.0,138081534.22198063,119141550.23035319,81.05,74,55,Clean / Exemplary,0.0
401,Eatala Rajender,Telangana,MALKAJGIRI,General,Lok Sabha,BJP,327477390.86,273534462.71254325,63832208.90719152,19.49,47,14,High Risk,122.77
402,Godam Nagesh,Telangana,ADILABAD(ST),ST,Lok Sabha,INC,147000000.0,125227048.94288,121255919.0698207,82.49,39,33,Clean / Exemplary,0.0
403,Kadiyam Kavya,Telangana,WARANGEL(SC),SC,Lok Sabha,JDU,147000000.0,144875917.12593925,35352011.41837349,24.05,79,25,High Risk,0.0
404,Kishan Reddy Gangapuram,Telangana,SECUNDERABAD,General,Lok Sabha,BJP,147000000.0,146528942.85001895,95104320.01463442,64.7,41,24,Moderate Risk,0.0
405,Konda Vishweshwar Reddy,Telangana,CHELVELLA,General,Lok Sabha,TMC,233721420.96,232234645.5152724,52284713.28726217,22.37,27,11,High Risk,58.99
406,Kunduru Raghuveer,Telangana,NALGONDA,General,Lok Sabha,Others,162952022.0,135005604.9683579,55725040.49682494,34.2,47,16,High Risk,10.85
407,Madhavaneni Raghunandan Rao,Telangana,MEDAK,General,Lok Sabha,TDP,147000000.0,124044891.22832651,54826922.779644065,37.3,78,20,High Risk,0.0
408,Ramasahayam Raghuram Reddy,Telangana,KHAMMAM,General,Lok Sabha,TMC,147000000.0,126347924.46877332,85196208.44511119,57.96,51,30,Moderate Risk,0.0
409,Sanjay Kumar Bandi,Telangana,KARIMNAGAR,General,Lok Sabha,TMC,172775317.11,171807959.4999398,65523147.660521775,37.92,54,20,High Risk,17.53
410,Suresh Kumar Shetkar,Telangana,ZAHIRABAD,General,Lok Sabha,TMC,147000000.0,137819028.0474585,124724770.23252591,84.85,61,52,Clean / Exemplary,0.0
411,Vamsi Krishna Gaddam,Telangana,PEDDAPALLE,General,Lok Sabha,BJP,148451721.11,140759073.35063103,94376013.84664847,63.57,35,16,Moderate Risk,0.99
412,Kalaben Mohanbhai Delkar,The Dadra And Nagar Haveli And Daman And Diu,DADRA & NAGAR HAVELI (ST),ST,Lok Sabha,BJP,147000000.0,133387048.03306636,113349228.56153458,77.11,53,35,Clean / Exemplary,0.0
413,Patel Umeshbhai Babubhai,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,General,Lok Sabha,DMK,245063957.0,211947668.18542302,79894726.28415209,32.6,36,13,High Risk,66.71
414,Biplab Kumar Deb,Tripura,TRIPURA WEST,General,Lok Sabha,SP,147000000.0,134751041.6938565,41493450.79336409,28.23,77,33,High Risk,0.0
415,Kriti Devi Debbarman,Tripura,TRIPURA EAST(ST),ST,Lok Sabha,TMC,147000000.0,135240604.11470753,36854784.75406011,25.07,33,14,High Risk,0.0
416,Aditya Yadav,Uttar Pradesh,BADAUN,General,Lok Sabha,BJP,147000000.0,145497234.795248,91916365.26065801,62.53,77,45,Moderate Risk,0.0
417,Afzal Ansari,Uttar Pradesh,GHAZIPUR,General,Lok Sabha,BJP,220500000.0,178394523.44095474,116106980.64677918,52.66,36,22,Moderate Risk,50.0
418,Ajendra Singh Lodhi,Uttar Pradesh,HAMIRPUR_UP,General,Lok Sabha,INC,147000000.0,119468615.4984091,118213342.52259858,80.42,35,23,Clean / Exemplary,0.0
419,Akhilesh Yadav,Uttar Pradesh,KANNAUJ,General,Lok Sabha,YSR Congress,147000000.0,143684054.631744,62861363.83655227,42.76,45,21,Moderate Risk,0.0
420,Akshaya Yadav,Uttar Pradesh,FIROZABAD,General,Lok Sabha,BSP,147000000.0,134101549.6085432,41706247.90705125,28.37,65,14,High Risk,0.0
421,Anand Bhadauriya,Uttar Pradesh,DHAURAHRA,General,Lok Sabha,TMC,147000000.0,126445822.30861303,128435826.64954324,87.37,33,30,Clean / Exemplary,0.0
422,Anand Kumar,Uttar Pradesh,BAHRAICH(SC),SC,Lok Sabha,TMC,147000000.0,119113475.28674969,33195666.882781424,22.58,33,5,High Risk,0.0
423,Anoop Pradhan Balmiki,Uttar Pradesh,HATHRAS (SC),SC,Lok Sabha,JDU,147000000.0,143680340.87339446,65333665.2276428,44.44,65,38,Moderate Risk,0.0
424,Anurag Sharma,Uttar Pradesh,JHANSI,General,Lok Sabha,BJD,147000000.0,124193517.69814046,85864706.9258217,58.41,61,29,Moderate Risk,0.0
425,Arun Govil,Uttar Pradesh,MEERUT,General,Lok Sabha,DMK,147000000.0,132080020.1982746,111186083.13443564,75.64,27,21,Clean / Exemplary,0.0
426,Ashok Kumar Rawat,Uttar Pradesh,MISRIKH(SC),SC,Lok Sabha,TDP,147000000.0,144449272.24516025,112683262.89873904,76.66,48,33,Clean / Exemplary,0.0
427,Atul Garg,Uttar Pradesh,GHAZIABAD,General,Lok Sabha,DMK,155336470.0,133171237.32299756,48834199.374143764,31.44,53,11,High Risk,5.67
428,Awadhesh Prasad,Uttar Pradesh,FAIZABAD,General,Lok Sabha,BJP,147000000.0,135912979.9890786,83138831.45963937,56.56,20,12,Moderate Risk,0.0
429,Babu Singh Kushwaha,Uttar Pradesh,JAUNPUR,General,Lok Sabha,BJP,147000000.0,145901863.391531,74570159.19060996,50.73,69,44,Moderate Risk,0.0
430,Bhola Singh,Uttar Pradesh,BULANDSHAHR(SC),SC,Lok Sabha,JDU,147000000.0,127916901.36903112,85946521.99111238,58.47,22,12,Moderate Risk,0.0
431,Chandan Chauhan,Uttar Pradesh,BIJNOR,General,Lok Sabha,AITC,147000000.0,143062278.351312,92520423.66179278,62.94,17,10,Moderate Risk,0.0
432,Chandra Shekhar,Uttar Pradesh,NAGINA(SC),SC,Lok Sabha,Independent,147000000.0,142358296.34018984,90536050.6097347,61.59,69,39,Moderate Risk,0.0
433,Chhatra Pal Singh Gangwar,Uttar Pradesh,BAREILLY,General,Lok Sabha,BJP,147000000.0,130845997.57811676,126616393.60490185,86.13,23,15,Clean / Exemplary,0.0
434,Chhotelal,Uttar Pradesh,ROBERTSGANJ(SC),SC,Lok Sabha,BJD,147000000.0,132897046.40657152,66254943.685579285,45.07,65,32,Moderate Risk,0.0
435,Daroga Prasad Saroj,Uttar Pradesh,LALGANJ (SC),SC,Lok Sabha,BJP,147000000.0,127762618.12972158,43685316.065624304,29.72,73,20,High Risk,0.0
436,Devendra Alias Bhole Singh,Uttar Pradesh,AKBARPUR,General,Lok Sabha,INC,147000000.0,132400467.7631328,76814135.23056749,52.25,59,35,Moderate Risk,0.0
437,Devesh Shakya,Uttar Pradesh,ETAH,General,Lok Sabha,BJP,147000000.0,141302317.625916,124157770.01472358,84.46,63,46,Clean / Exemplary,0.0
438,Dharmendra Yadav,Uttar Pradesh,AZAMGARH,General,Lok Sabha,BJP,147000000.0,127228422.1540307,31465326.25132804,21.4,22,8,High Risk,0.0
439,Dr Rajkumar Sangwan,Uttar Pradesh,BAGHPAT,General,Lok Sabha,NCP,147000000.0,125086435.25005466,131266907.91292536,89.3,59,42,Clean / Exemplary,0.0
440,Dr. S P Singh,Uttar Pradesh,PRATAPGARH,General,Lok Sabha,BJP,147000000.0,127763462.20901524,100807294.9356646,68.58,26,20,Clean / Exemplary,0.0
441,Harendra Singh Malik,Uttar Pradesh,MUZAFFARNAGAR,General,Lok Sabha,BJD,147000000.0,141994409.02899173,57600282.2087135,39.18,28,7,High Risk,0.0
442,Imran Masood,Uttar Pradesh,SAHARANPUR,General,Lok Sabha,BJP,147000000.0,134252296.42472878,65998722.524243265,44.9,45,23,Moderate Risk,0.0
443,Iqra Choudhary,Uttar Pradesh,KAIRANA,General,Lok Sabha,BJP,147000000.0,132193167.66771635,56386970.158452004,38.36,53,8,High Risk,0.0
444,Jagdambika Pal,Uttar Pradesh,DOMARIYAGANJ,General,Lok Sabha,TDP,160643957.11,152040666.33745044,60089381.644999966,37.41,67,14,High Risk,9.28
445,Jai Prakash,Uttar Pradesh,HARDOI (SC),SC,Lok Sabha,AITC,147000000.0,118759148.25423408,52162451.56323706,35.48,60,22,High Risk,0.0
446,Jitendra Kumar Dohare,Uttar Pradesh,ETAWAH(SC),SC,Lok Sabha,SP,188747306.26,153465011.66256216,86613615.81282151,45.89,35,22,Moderate Risk,28.4
447,Jitin Prasada,Uttar Pradesh,PILIBHIT,General,Lok Sabha,BJP,147000000.0,143180906.89268735,92772322.06395914,63.11,16,7,Moderate Risk,0.0
448,Kamlesh Paswan,Uttar Pradesh,BANSGAON(SC),SC,Lok Sabha,INC,147000000.0,139459142.73497325,114376543.63311408,77.81,25,18,Clean / Exemplary,0.0
449,Kanwar Singh Tanwar,Uttar Pradesh,AMROHA,General,Lok Sabha,YSR Congress,147000000.0,145001626.3019945,128491877.19709055,87.41,21,16,Clean / Exemplary,0.0
450,Karan Bhushan Singh,Uttar Pradesh,KAISERGANJ,General,Lok Sabha,BJP,147000000.0,126448328.86823641,125840811.33663082,85.61,61,48,Clean / Exemplary,0.0
451,Kirti Vardhan Singh,Uttar Pradesh,GONDA,General,Lok Sabha,INC,147000000.0,145342308.0529274,127243860.55556722,86.56,42,38,Clean / Exemplary,0.0
452,Kishori Lal,Uttar Pradesh,AMETHI,General,Lok Sabha,BJP,171500000.0,138267899.04293874,112785205.37238862,65.76,57,49,Clean / Exemplary,16.67
453,Krishna Devi Shivshanker Patel,Uttar Pradesh,BANDA,General,Lok Sabha,TMC,147000000.0,119487742.75000896,73678476.58515471,50.12,52,26,Moderate Risk,0.0
454,Lalji Verma,Uttar Pradesh,AMBEDKAR NAGAR,General,Lok Sabha,DMK,147000000.0,117887262.91412401,93008225.06133445,63.27,36,22,Moderate Risk,0.0
455,Laxmikant Pappu Nishad,Uttar Pradesh,SANT KABIR NAGAR,General,Lok Sabha,DMK,147000000.0,137870270.0926356,70243405.12114424,47.78,67,45,Moderate Risk,0.0
456,Mahesh Sharma,Uttar Pradesh,GAUTAM BUDDHA NAGAR,General,Lok Sabha,TDP,148816284.11,140695947.0644695,59983849.2117881,40.31,63,38,Moderate Risk,1.24
457,Mohibbullah,Uttar Pradesh,RAMPUR,General,Lok Sabha,BJD,147000000.0,123940849.4804929,125194620.76766802,85.17,57,50,Clean / Exemplary,0.0
458,Mukesh Rajput,Uttar Pradesh,FARRUKHABAD,General,Lok Sabha,DMK,147000000.0,117769304.61864477,113555140.84440972,77.25,36,33,Clean / Exemplary,0.0
459,Narayan Das Ahirwar,Uttar Pradesh,JALAUN(SC),SC,Lok Sabha,JDU,147000000.0,124758379.51934321,30178219.83525082,20.53,75,19,High Risk,0.0
460,Naresh Chandra Uttam Patel,Uttar Pradesh,FATEHPUR,General,Lok Sabha,INC,147000000.0,141208961.39628032,55822308.81844027,37.97,50,12,High Risk,0.0
461,Neeraj Maurya,Uttar Pradesh,AONLA,General,Lok Sabha,DMK,147000000.0,125142945.8408201,102360860.33123833,69.63,77,51,Clean / Exemplary,0.0
462,Pankaj Chowdhary,Uttar Pradesh,MAHARAJGANJ_UP,General,Lok Sabha,INC,147000000.0,130189068.67881307,43439650.538087845,29.55,61,20,High Risk,0.0
463,Praveen Patel,Uttar Pradesh,PHULPUR,General,Lok Sabha,BJP,151559884.09,150441830.20755652,49600840.150445215,32.73,50,11,High Risk,3.1
464,Priya Saroj,Uttar Pradesh,MACHHLISHAHR(SC),SC,Lok Sabha,INC,147000000.0,132480570.76750319,128783100.38266635,87.61,43,30,Clean / Exemplary,0.0
465,Prof Sp Singh Baghel,Uttar Pradesh,AGRA(SC),SC,Lok Sabha,INC,147000000.0,120570746.84371302,44037460.03791249,29.96,59,20,High Risk,0.0
466,Pushpendra Saroj,Uttar Pradesh,KAUSHAMBI(SC),SC,Lok Sabha,Others,147000000.0,141530725.92347696,35809826.02758346,24.36,54,23,High Risk,0.0
467,R.K. Chaudhary,Uttar Pradesh,MOHANLALGANJ(SC),SC,Lok Sabha,BJP,147000000.0,128412124.91579233,120631573.748244,82.06,41,27,Clean / Exemplary,0.0
468,Rahul Gandhi,Uttar Pradesh,RAE BARELI,General,Lok Sabha,TMC,147000000.0,128651115.58328561,62809152.876987174,42.73,40,23,Moderate Risk,0.0
469,Rajeev Rai,Uttar Pradesh,GHOSI,General,Lok Sabha,BJP,147000000.0,122718814.45882209,109111848.35854362,74.23,21,17,Clean / Exemplary,0.0
470,Rajkumar Chahar,Uttar Pradesh,FATEHPUR SIKRI,General,Lok Sabha,INC,147000000.0,144885659.02558586,96951648.69441164,65.95,29,19,Clean / Exemplary,0.0
471,Rajnath Singh,Uttar Pradesh,LUCKNOW,General,Lok Sabha,INC,154808797.11,142824725.58141664,69488530.84671766,44.89,76,33,Moderate Risk,5.31
472,Rakesh Rathor,Uttar Pradesh,SITAPUR,General,Lok Sabha,TMC,147000000.0,142354757.45496783,55355600.97583891,37.66,62,25,High Risk,0.0
473,Ram Prasad Chaudhary,Uttar Pradesh,BASTI,General,Lok Sabha,BJP,204176957.11,168720761.713557,108462152.19208243,53.12,62,35,Moderate Risk,38.9
474,Ram Shiromani,Uttar Pradesh,SHRAWASTI,General,Lok Sabha,TMC,151746878.11,146912314.47166473,95162611.7409792,62.71,62,37,Moderate Risk,3.23
475,Ramashankar Rajbhar,Uttar Pradesh,SALEMPUR,General,Lok Sabha,YSR Congress,160056927.07,152410096.5251846,92121423.94093052,57.56,25,13,Moderate Risk,8.88
476,Rambhual Nishad,Uttar Pradesh,SULTANPUR,General,Lok Sabha,BJP,151231957.11,142958411.0764054,73290483.20310144,48.46,79,31,Moderate Risk,2.88
477,Ramesh Awasthi,Uttar Pradesh,KANPUR,General,Lok Sabha,NCP,147000000.0,123598647.65808962,39605426.44752451,26.94,51,16,High Risk,0.0
478,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,Uttar Pradesh,GORAKHPUR,General,Lok Sabha,SHS,147000000.0,132248717.05854554,112233368.06715122,76.35,20,13,Clean / Exemplary,0.0
