work_id,mp_id,mp_name,state,district,constituency,constituency_type,house,party,work_category,work_subcategory,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,expected_completion_days,actual_completion_days,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,is_anomalous,anomaly_type,cost_overrun_ratio,delay_days,cost_deviation_pct
W004964,277,Ravindra Vasantrao Chavan,Maharashtra,Aurangabad,NANDED,General,Lok Sabha,BSP,Community,Community Hall Construction,1846256.4,1818307.62,1705763.39,87,101,1,1,1,0,3,0,clean,-0.0619,14,-7.61
W005454,277,Ravindra Vasantrao Chavan,Maharashtra,Solapur,NANDED,General,Lok Sabha,BSP,Healthcare,Primary Health Centre,4449223.07,4744337.87,4387359.67,116,124,1,1,1,0,4,0,clean,-0.0752,8,-1.39
W005494,277,Ravindra Vasantrao Chavan,Maharashtra,Latur,NANDED,General,Lok Sabha,BSP,Water Supply,Pipeline Laying,1796830.36,4323137.24,7283318.32,93,150,1,1,1,1,5,1,cost_anomaly,0.6847,57,305.34
W005546,277,Ravindra Vasantrao Chavan,Maharashtra,Satara,NANDED,General,Lok Sabha,BSP,Education,School Building Construction,337775.01,321240.98,279886.81,95,76,1,1,1,0,1,0,clean,-0.1287,0,-17.14
W005609,277,Ravindra Vasantrao Chavan,Maharashtra,Bhandara,NANDED,General,Lok Sabha,BSP,Road,Bituminous Road Construction,3609925.02,4927001.94,5075684.86,80,162,1,1,1,2,9,1,vendor_anomaly,0.0302,82,40.6
W005813,277,Ravindra Vasantrao Chavan,Maharashtra,Jalgaon,NANDED,General,Lok Sabha,BSP,Sanitation,Community Toilet Block,2220676.8,2139562.37,2488724.76,49,285,0,1,1,2,3,1,delay_anomaly,0.1632,236,12.07
W005816,277,Ravindra Vasantrao Chavan,Maharashtra,Gadchiroli,NANDED,General,Lok Sabha,BSP,Road,Road Repair & Resurfacing,3482150.2,3552847.28,4085590.34,69,155,1,1,1,0,8,1,delay_anomaly,0.1499,86,17.33
W006010,277,Ravindra Vasantrao Chavan,Maharashtra,Solapur,NANDED,General,Lok Sabha,BSP,Road,Bituminous Road Construction,2496576.84,2758938.62,2680342.53,71,164,0,1,1,0,4,1,delay_anomaly,-0.0285,93,7.36
W006052,277,Ravindra Vasantrao Chavan,Maharashtra,Palghar,NANDED,General,Lok Sabha,BSP,Road,Footpath Construction,2178501.07,2115324.55,2082155.88,155,189,0,1,1,0,2,0,clean,-0.0157,34,-4.42
W006114,277,Ravindra Vasantrao Chavan,Maharashtra,Kolhapur,NANDED,General,Lok Sabha,BSP,Education,Toilet Block Construction,867959.59,1977557.37,2780401.21,134,179,0,1,1,0,6,1,cost_anomaly,0.406,45,220.34
W006306,277,Ravindra Vasantrao Chavan,Maharashtra,Baramati,NANDED,General,Lok Sabha,BSP,Water Supply,Hand Pump Installation,282138.23,312566.53,316556.93,64,279,1,0,1,0,5,1,delay_anomaly,0.0128,215,12.2
W007145,277,Ravindra Vasantrao Chavan,Maharashtra,Mumbai,NANDED,General,Lok Sabha,BSP,Community,Bus Shelter Construction,1418725.53,1548976.88,1424798.6,97,89,1,0,1,3,2,1,duplicate_work,-0.0802,0,0.43
W007209,277,Ravindra Vasantrao Chavan,Maharashtra,Amravati,NANDED,General,Lok Sabha,BSP,Community,Bus Shelter Construction,4470901.74,4790262.9,4822484.02,59,150,1,0,1,1,9,1,delay_anomaly,0.0067,91,7.86
W007574,277,Ravindra Vasantrao Chavan,Maharashtra,Satara,NANDED,General,Lok Sabha,BSP,Education,School Building Construction,1966836.89,1944150.41,1858026.67,71,206,0,0,1,0,5,1,delay_anomaly,-0.0443,135,-5.53
W007583,277,Ravindra Vasantrao Chavan,Maharashtra,Chandrapur,NANDED,General,Lok Sabha,BSP,Healthcare,Medical Equipment Purchase,3947921.51,3820713.89,3350252.27,104,105,1,1,1,0,3,0,clean,-0.1231,1,-15.14
W007612,277,Ravindra Vasantrao Chavan,Maharashtra,Latur,NANDED,General,Lok Sabha,BSP,Road,Bridge Repair,2509959.87,2512387.28,2345433.32,35,33,1,1,1,0,1,0,clean,-0.0665,0,-6.55
W008157,277,Ravindra Vasantrao Chavan,Maharashtra,Akola,NANDED,General,Lok Sabha,BSP,Education,School Building Construction,3504375.43,6330799.35,8198086.11,32,62,0,1,1,0,10,1,cost_anomaly,0.295,30,133.94
W008286,277,Ravindra Vasantrao Chavan,Maharashtra,Akola,NANDED,General,Lok Sabha,BSP,Sports,Stadium Development,6097899.48,5898248.49,6097363.5,114,140,1,1,0,3,3,1,duplicate_work,0.0338,26,-0.01
W009055,277,Ravindra Vasantrao Chavan,Maharashtra,Nashik,NANDED,General,Lok Sabha,BSP,Road,Footpath Construction,1785251.76,2386571.87,3321739.84,72,140,0,0,1,1,8,1,vendor_anomaly,0.3918,68,86.07
W009668,277,Ravindra Vasantrao Chavan,Maharashtra,Pune,NANDED,General,Lok Sabha,BSP,Road,Culvert Construction,4594831.04,8099405.86,14501776.26,77,134,1,1,1,0,11,1,cost_anomaly,0.7905,57,215.61
W009953,277,Ravindra Vasantrao Chavan,Maharashtra,Ratnagiri,NANDED,General,Lok Sabha,BSP,Sanitation,Drainage Construction,1451246.96,1548600.22,1714959.77,86,498,1,1,0,1,3,1,delay_anomaly,0.1074,412,18.17
W011454,277,Ravindra Vasantrao Chavan,Maharashtra,Chandrapur,NANDED,General,Lok Sabha,BSP,Healthcare,Community Health Centre Upgrade,2565994.53,4730407.26,6044010.78,149,238,0,1,1,0,10,1,cost_anomaly,0.2777,89,135.54
W011656,277,Ravindra Vasantrao Chavan,Maharashtra,Shirur,NANDED,General,Lok Sabha,BSP,Education,School Building Construction,3231617.48,3172553.09,3500296.35,119,374,0,1,1,0,3,1,delay_anomaly,0.1033,255,8.31
W012483,277,Ravindra Vasantrao Chavan,Maharashtra,Amravati,NANDED,General,Lok Sabha,BSP,Education,Boundary Wall Construction,1781236.62,1819372.5,1728018.27,61,353,1,1,1,1,5,1,delay_anomaly,-0.0502,292,-2.99
W012774,277,Ravindra Vasantrao Chavan,Maharashtra,Gadchiroli,NANDED,General,Lok Sabha,BSP,Healthcare,Medical Equipment Purchase,7875979.36,8399418.27,7240139.21,154,189,1,1,1,1,1,0,clean,-0.138,35,-8.07
W012873,277,Ravindra Vasantrao Chavan,Maharashtra,Latur,NANDED,General,Lok Sabha,BSP,Water Supply,RO Plant Installation,423809.45,459651.99,426390.67,62,224,0,1,0,0,6,1,delay_anomaly,-0.0724,162,0.61
W013328,277,Ravindra Vasantrao Chavan,Maharashtra,Bhandara,NANDED,General,Lok Sabha,BSP,Community,Park Development,1133764.64,1161220.18,1094904.69,161,153,1,1,1,0,2,0,clean,-0.0571,0,-3.43
W013508,277,Ravindra Vasantrao Chavan,Maharashtra,Aurangabad,NANDED,General,Lok Sabha,BSP,Healthcare,Sub-Centre Construction,6379891.58,6375453.51,6670927.16,155,156,1,1,1,0,2,0,clean,0.0463,1,4.56
W013899,277,Ravindra Vasantrao Chavan,Maharashtra,Pune,NANDED,General,Lok Sabha,BSP,Electricity,Solar Light Installation,101902.92,103315.06,88497.1,35,36,1,1,1,1,1,0,clean,-0.1434,1,-13.16
W013993,277,Ravindra Vasantrao Chavan,Maharashtra,Mumbai,NANDED,General,Lok Sabha,BSP,Water Supply,Overhead Tank Construction,248296.86,287554.63,414021.72,60,72,1,0,0,0,15,1,payment_anomaly,0.4398,12,66.74
W014062,277,Ravindra Vasantrao Chavan,Maharashtra,Maval,NANDED,General,Lok Sabha,BSP,Education,Toilet Block Construction,415770.13,874699.6,1198781.69,94,107,1,0,1,0,9,1,cost_anomaly,0.3705,13,188.33
W014255,277,Ravindra Vasantrao Chavan,Maharashtra,Amravati,NANDED,General,Lok Sabha,BSP,Water Supply,Overhead Tank Construction,1745058.07,1916215.48,1740198.09,167,168,1,0,1,0,3,0,clean,-0.0919,1,-0.28
W014415,277,Ravindra Vasantrao Chavan,Maharashtra,Shirur,NANDED,General,Lok Sabha,BSP,Road,Road Repair & Resurfacing,4236481.11,4153259.76,4748780.55,98,216,1,1,1,0,9,1,delay_anomaly,0.1434,118,12.09
W014859,277,Ravindra Vasantrao Chavan,Maharashtra,Jalgaon,NANDED,General,Lok Sabha,BSP,Road,CC Road Construction,2192671.62,2237809.41,2041913.64,59,65,1,1,1,0,1,0,clean,-0.0875,6,-6.88
W014882,277,Ravindra Vasantrao Chavan,Maharashtra,Chandrapur,NANDED,General,Lok Sabha,BSP,Healthcare,Medical Equipment Purchase,1192233.61,1217409.78,1282152.93,33,156,0,0,1,0,9,1,delay_anomaly,0.0532,123,7.54
W000010,278,Sanjay Dina Patil,Maharashtra,Maval,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Water Supply,Water Purification Unit,2985878.54,3272821.11,3590947.59,87,490,1,0,1,2,5,1,delay_anomaly,0.0972,403,20.26
W000102,278,Sanjay Dina Patil,Maharashtra,Raigad,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Sports,Swimming Pool Construction,6989914.75,7182541.65,6430895.87,124,128,1,1,1,0,1,0,clean,-0.1046,4,-8.0
W001446,278,Sanjay Dina Patil,Maharashtra,Jalgaon,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,Bituminous Road Construction,881749.36,886080.59,948511.86,97,206,1,1,0,0,5,1,delay_anomaly,0.0705,109,7.57
W001502,278,Sanjay Dina Patil,Maharashtra,Solapur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Healthcare,Medical Equipment Purchase,2265355.11,2537602.93,2620347.91,49,62,1,1,1,2,4,1,duplicate_work,0.0326,13,15.67
W002063,278,Sanjay Dina Patil,Maharashtra,Baramati,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,Bituminous Road Construction,4502820.0,6707202.52,8868938.64,63,117,1,0,1,2,8,1,cost_anomaly,0.3223,54,96.96
W003082,278,Sanjay Dina Patil,Maharashtra,Shirur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Education,Library Construction,2967754.1,2825373.1,2483419.73,70,71,1,1,1,1,3,0,clean,-0.121,1,-16.32
W003263,278,Sanjay Dina Patil,Maharashtra,Jalgaon,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,Bridge Repair,511083.16,621239.02,897753.14,108,154,1,1,0,0,13,1,payment_anomaly,0.4451,46,75.66
W003962,278,Sanjay Dina Patil,Maharashtra,Nagpur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Sports,Indoor Stadium Construction,4227165.2,10019252.21,16101780.45,143,153,1,1,1,0,5,1,cost_anomaly,0.6071,10,280.91
W004306,278,Sanjay Dina Patil,Maharashtra,Amravati,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,Culvert Construction,3246520.5,3897059.12,4143768.25,70,93,1,1,1,1,12,1,vendor_anomaly,0.0633,23,27.64
W005058,278,Sanjay Dina Patil,Maharashtra,Wardha,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Healthcare,Primary Health Centre,5495830.36,5328059.29,4947995.76,79,76,1,1,1,0,1,0,clean,-0.0713,0,-9.97
W006158,278,Sanjay Dina Patil,Maharashtra,Aurangabad,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Healthcare,Primary Health Centre,5581924.61,5766101.48,5698248.01,172,176,1,1,1,0,3,0,clean,-0.0118,4,2.08
W006427,278,Sanjay Dina Patil,Maharashtra,Amravati,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,CC Road Construction,3582409.22,5321067.44,6276606.86,88,170,0,1,1,0,7,1,cost_anomaly,0.1796,82,75.21
W006429,278,Sanjay Dina Patil,Maharashtra,Ratnagiri,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Education,Toilet Block Construction,1037476.56,1028500.37,1151941.38,89,285,1,0,1,2,4,1,delay_anomaly,0.12,196,11.03
W007471,278,Sanjay Dina Patil,Maharashtra,Kolhapur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Sports,Indoor Stadium Construction,9241004.51,10354883.23,10125048.01,75,326,1,0,1,0,6,1,delay_anomaly,-0.0222,251,9.57
W008060,278,Sanjay Dina Patil,Maharashtra,Gadchiroli,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Sports,Indoor Stadium Construction,2405119.65,5520259.46,9837844.95,80,151,1,1,1,0,9,1,cost_anomaly,0.7821,71,309.04
W008184,278,Sanjay Dina Patil,Maharashtra,Aurangabad,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Water Supply,Water Purification Unit,2661297.26,5277688.26,6221688.11,111,152,0,1,1,1,10,1,cost_anomaly,0.1789,41,133.78
W008295,278,Sanjay Dina Patil,Maharashtra,Mumbai,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Water Supply,RO Plant Installation,2635081.98,2865407.3,2552769.53,145,148,1,1,1,0,3,0,clean,-0.1091,3,-3.12
W008504,278,Sanjay Dina Patil,Maharashtra,Thane,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Education,Library Construction,1141981.29,1109304.6,1094537.95,131,132,1,1,1,0,4,0,clean,-0.0133,1,-4.15
W008508,278,Sanjay Dina Patil,Maharashtra,Thane,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Community,Community Hall Construction,516993.35,567481.78,486845.56,73,67,1,1,1,0,4,0,clean,-0.1421,0,-5.83
W008960,278,Sanjay Dina Patil,Maharashtra,Pune,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Water Supply,Pipeline Laying,984610.23,1028456.57,1061263.75,75,86,1,1,1,0,4,0,clean,0.0319,11,7.79
W009195,278,Sanjay Dina Patil,Maharashtra,Beed,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Community,Playground Construction,5656407.16,6176380.81,6853417.66,109,467,0,1,1,0,9,1,delay_anomaly,0.1096,358,21.16
W009946,278,Sanjay Dina Patil,Maharashtra,Nagpur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Sports,Sports Equipment Purchase,6006502.1,6495316.28,6545189.12,129,107,1,1,1,0,3,0,clean,0.0077,0,8.97
W009950,278,Sanjay Dina Patil,Maharashtra,Wardha,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Education,Computer Lab Setup,3135645.08,3150031.23,3017258.52,39,40,1,0,1,4,2,1,duplicate_work,-0.0421,1,-3.78
W011575,278,Sanjay Dina Patil,Maharashtra,Latur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Water Supply,Water Purification Unit,1014019.79,1035026.79,1011872.48,169,208,1,1,1,0,3,0,clean,-0.0224,39,-0.21
W012223,278,Sanjay Dina Patil,Maharashtra,Kolhapur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Education,Library Construction,2144241.13,2069130.03,2111324.47,37,90,0,1,1,0,7,1,delay_anomaly,0.0204,53,-1.54
W014278,278,Sanjay Dina Patil,Maharashtra,Maval,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Road,Bituminous Road Construction,4587969.66,4678810.37,5083522.4,69,171,1,1,1,2,4,1,delay_anomaly,0.0865,102,10.8
W014352,278,Sanjay Dina Patil,Maharashtra,Maval,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Community,Community Hall Construction,3787316.76,4088788.04,3752412.19,100,554,1,1,1,2,6,1,delay_anomaly,-0.0823,454,-0.92
W014429,278,Sanjay Dina Patil,Maharashtra,Nanded,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Community,Community Hall Construction,3435325.86,3319417.43,3410429.97,82,92,1,1,1,0,1,0,clean,0.0274,10,-0.72
W014779,278,Sanjay Dina Patil,Maharashtra,Chandrapur,MUMBAI NORTH EAST,General,Lok Sabha,JDU,Electricity,Street Light Installation,106993.42,192073.97,233560.97,118,210,1,1,0,0,8,1,cost_anomaly,0.216,92,118.29
W000406,279,Sanjay Haribhau Jadhav,Maharashtra,Raigad,PARBHANI,General,Lok Sabha,AITC,Sports,Swimming Pool Construction,2082376.14,3952813.4,7064617.06,37,73,1,1,1,0,7,1,cost_anomaly,0.7872,36,239.26
W000409,279,Sanjay Haribhau Jadhav,Maharashtra,Nashik,PARBHANI,General,Lok Sabha,AITC,Road,Footpath Construction,4893188.78,5415092.67,5153977.09,100,499,0,1,1,0,4,1,delay_anomaly,-0.0482,399,5.33
W001378,279,Sanjay Haribhau Jadhav,Maharashtra,Shirur,PARBHANI,General,Lok Sabha,AITC,Road,Footpath Construction,2710044.47,4718891.56,7513193.48,89,90,0,1,1,1,7,1,cost_anomaly,0.5922,1,177.24
W002078,279,Sanjay Haribhau Jadhav,Maharashtra,Aurangabad,PARBHANI,General,Lok Sabha,AITC,Education,Classroom Addition,3128942.79,3381433.85,3977498.8,98,142,1,0,0,1,4,1,ghost_asset,0.1763,44,27.12
W002875,279,Sanjay Haribhau Jadhav,Maharashtra,Satara,PARBHANI,General,Lok Sabha,AITC,Community,Park Development,4679932.61,5145805.85,5127665.6,48,142,1,1,1,1,6,1,delay_anomaly,-0.0035,94,9.57
W003070,279,Sanjay Haribhau Jadhav,Maharashtra,Pune,PARBHANI,General,Lok Sabha,AITC,Education,School Building Construction,2750968.94,3794016.83,5859059.67,134,245,1,1,1,0,7,1,cost_anomaly,0.5443,111,112.98
W003638,279,Sanjay Haribhau Jadhav,Maharashtra,Chandrapur,PARBHANI,General,Lok Sabha,AITC,Sports,Indoor Stadium Construction,2154409.47,2107887.82,1864001.44,85,97,1,1,1,0,3,0,clean,-0.1157,12,-13.48
W004685,279,Sanjay Haribhau Jadhav,Maharashtra,Kolhapur,PARBHANI,General,Lok Sabha,AITC,Road,Bituminous Road Construction,4815059.35,5285289.48,5686930.42,93,489,1,0,1,0,8,1,delay_anomaly,0.076,396,18.11
W005025,279,Sanjay Haribhau Jadhav,Maharashtra,Baramati,PARBHANI,General,Lok Sabha,AITC,Healthcare,Primary Health Centre,6061863.25,6367793.69,6625315.29,40,43,1,1,1,0,3,0,clean,0.0404,3,9.3
W005038,279,Sanjay Haribhau Jadhav,Maharashtra,Ratnagiri,PARBHANI,General,Lok Sabha,AITC,Road,Bituminous Road Construction,4586457.47,10181651.19,15656727.47,143,239,1,1,1,0,7,1,cost_anomaly,0.5377,96,241.37
W005157,279,Sanjay Haribhau Jadhav,Maharashtra,Beed,PARBHANI,General,Lok Sabha,AITC,Road,Culvert Construction,842348.27,848819.36,842007.22,84,77,1,1,1,1,1,0,clean,-0.008,0,-0.04
W006339,279,Sanjay Haribhau Jadhav,Maharashtra,Ratnagiri,PARBHANI,General,Lok Sabha,AITC,Water Supply,Pipeline Laying,621577.28,792376.66,1089136.74,110,135,0,0,0,1,5,1,vendor_anomaly,0.3745,25,75.22
W007304,279,Sanjay Haribhau Jadhav,Maharashtra,Amravati,PARBHANI,General,Lok Sabha,AITC,Education,Classroom Addition,2541805.68,2853588.87,3322981.62,88,266,1,1,0,2,6,1,delay_anomaly,0.1645,178,30.73
W007817,279,Sanjay Haribhau Jadhav,Maharashtra,Kolhapur,PARBHANI,General,Lok Sabha,AITC,Healthcare,Community Health Centre Upgrade,2877358.03,2735817.5,2870466.29,55,68,0,1,0,0,1,0,clean,0.0492,13,-0.24
W007984,279,Sanjay Haribhau Jadhav,Maharashtra,Thane,PARBHANI,General,Lok Sabha,AITC,Electricity,LED Street Light Replacement,780666.33,853530.72,843132.88,144,173,1,1,1,0,4,0,clean,-0.0122,29,8.0
W008804,279,Sanjay Haribhau Jadhav,Maharashtra,Baramati,PARBHANI,General,Lok Sabha,AITC,Education,School Building Construction,766647.74,756795.43,692284.74,111,124,1,0,1,3,6,1,duplicate_work,-0.0852,13,-9.7
W008937,279,Sanjay Haribhau Jadhav,Maharashtra,Beed,PARBHANI,General,Lok Sabha,AITC,Water Supply,Borewell Installation,2900972.07,3047922.7,2883439.18,97,132,1,1,0,4,5,1,duplicate_work,-0.054,35,-0.6
W010081,279,Sanjay Haribhau Jadhav,Maharashtra,Amravati,PARBHANI,General,Lok Sabha,AITC,Road,Bridge Repair,3166822.54,4358879.44,4856321.83,118,172,1,1,1,0,6,1,cost_anomaly,0.1141,54,53.35
W010987,279,Sanjay Haribhau Jadhav,Maharashtra,Nashik,PARBHANI,General,Lok Sabha,AITC,Healthcare,Ambulance Purchase,4871020.35,5525704.78,5398312.53,75,79,1,0,1,3,6,1,duplicate_work,-0.0231,4,10.83
W011936,279,Sanjay Haribhau Jadhav,Maharashtra,Palghar,PARBHANI,General,Lok Sabha,AITC,Education,Boundary Wall Construction,1063724.58,1163938.25,1398014.71,119,95,0,1,0,2,4,1,ghost_asset,0.2011,0,31.43
W013236,279,Sanjay Haribhau Jadhav,Maharashtra,Latur,PARBHANI,General,Lok Sabha,AITC,Road,Bridge Repair,3879109.27,4139495.97,4649942.84,62,158,0,1,1,0,3,1,delay_anomaly,0.1233,96,19.87
W013312,279,Sanjay Haribhau Jadhav,Maharashtra,Sangli,PARBHANI,General,Lok Sabha,AITC,Water Supply,Overhead Tank Construction,2282985.5,2717683.97,2890553.08,66,63,0,1,0,0,1,1,ghost_asset,0.0636,0,26.61
W013789,279,Sanjay Haribhau Jadhav,Maharashtra,Akola,PARBHANI,General,Lok Sabha,AITC,Community,Playground Construction,5125441.16,5522705.11,5040199.06,41,47,1,1,0,0,4,0,clean,-0.0874,6,-1.66
W014063,279,Sanjay Haribhau Jadhav,Maharashtra,Pune,PARBHANI,General,Lok Sabha,AITC,Community,Community Hall Construction,3624076.91,3909264.24,4055656.14,167,206,0,1,1,0,4,0,clean,0.0374,39,11.91
W001123,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nanded,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Education,School Building Construction,2121357.06,2369655.17,2994671.13,78,92,0,0,0,1,2,1,ghost_asset,0.2638,14,41.17
W001409,280,Sanjay Uttamrao Deshmukh,Maharashtra,Aurangabad,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Culvert Construction,1055166.8,1059894.54,991866.95,37,40,0,1,1,0,2,0,clean,-0.0642,3,-6.0
W001463,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nashik,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Education,Toilet Block Construction,2497391.48,2711408.97,3074407.94,109,354,1,0,1,1,8,1,delay_anomaly,0.1339,245,23.1
W001485,280,Sanjay Uttamrao Deshmukh,Maharashtra,Palghar,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Culvert Construction,2643291.53,3221827.09,4141987.86,99,249,1,1,0,1,9,1,vendor_anomaly,0.2856,150,56.7
W001562,280,Sanjay Uttamrao Deshmukh,Maharashtra,Aurangabad,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Electricity,Transformer Installation,1835659.06,1946830.75,1852905.33,92,84,1,1,0,0,2,0,clean,-0.0482,0,0.94
W002014,280,Sanjay Uttamrao Deshmukh,Maharashtra,Wardha,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Healthcare,Community Health Centre Upgrade,4630698.94,8298731.8,10565935.31,99,195,1,1,1,2,7,1,vendor_anomaly,0.2732,96,128.17
W002134,280,Sanjay Uttamrao Deshmukh,Maharashtra,Thane,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Healthcare,Community Health Centre Upgrade,5656436.28,6142759.04,7145690.0,99,584,0,0,1,1,4,1,delay_anomaly,0.1633,485,26.33
W002799,280,Sanjay Uttamrao Deshmukh,Maharashtra,Maval,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Electricity,Electrical Line Extension,1820491.67,1976969.26,1770185.61,35,34,1,1,1,0,4,0,clean,-0.1046,0,-2.76
W002895,280,Sanjay Uttamrao Deshmukh,Maharashtra,Solapur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Education,Computer Lab Setup,729847.44,801143.57,1290313.61,48,66,1,1,1,1,11,1,payment_anomaly,0.6106,18,76.79
W002923,280,Sanjay Uttamrao Deshmukh,Maharashtra,Pune,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Sports,Gymnasium Construction,8676535.1,8283540.54,8217643.14,92,90,1,0,0,2,2,1,duplicate_work,-0.008,0,-5.29
W003157,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nagpur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Water Supply,Water Purification Unit,824724.45,1063280.5,1295248.56,109,129,0,1,1,0,18,1,payment_anomaly,0.2182,20,57.05
W003581,280,Sanjay Uttamrao Deshmukh,Maharashtra,Chandrapur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Footpath Construction,1033398.05,1242117.3,1225261.97,136,296,0,0,1,2,8,1,vendor_anomaly,-0.0136,160,18.57
W004093,280,Sanjay Uttamrao Deshmukh,Maharashtra,Aurangabad,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Education,Library Construction,1457660.74,1601250.85,1481385.09,35,36,1,1,1,1,2,0,clean,-0.0749,1,1.63
W004222,280,Sanjay Uttamrao Deshmukh,Maharashtra,Amravati,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Bridge Repair,3173539.42,3161907.23,2857002.77,38,56,0,0,0,3,6,1,duplicate_work,-0.0964,18,-9.97
W004373,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nagpur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Sanitation,Community Toilet Block,1096965.81,1147636.72,1069968.05,37,126,1,1,1,0,9,1,delay_anomaly,-0.0677,89,-2.46
W005294,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nanded,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Bridge Repair,1459791.5,1498896.44,1531689.19,140,136,1,0,0,0,3,0,clean,0.0219,0,4.93
W005337,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nashik,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Community,Park Development,3218813.7,3378336.69,4020622.61,90,443,1,1,0,0,6,1,delay_anomaly,0.1901,353,24.91
W005582,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nashik,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Electricity,LED Street Light Replacement,1434105.66,1543756.89,1425601.44,86,116,1,1,1,3,3,1,duplicate_work,-0.0765,30,-0.59
W005843,280,Sanjay Uttamrao Deshmukh,Maharashtra,Shirur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Sanitation,Solid Waste Management,2427500.68,5573484.97,9057435.63,135,200,1,1,1,0,7,1,cost_anomaly,0.6251,65,273.12
W005892,280,Sanjay Uttamrao Deshmukh,Maharashtra,Shirur,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Water Supply,Overhead Tank Construction,2777341.04,3418624.94,4100758.17,46,31,1,0,0,0,3,1,ghost_asset,0.1995,0,47.65
W006039,280,Sanjay Uttamrao Deshmukh,Maharashtra,Aurangabad,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,2896520.33,3070075.7,3549352.1,89,303,1,1,0,0,6,1,delay_anomaly,0.1561,214,22.54
W006217,280,Sanjay Uttamrao Deshmukh,Maharashtra,Satara,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Healthcare,Ambulance Purchase,2559176.59,2718872.52,2820478.32,47,95,0,1,1,0,5,1,delay_anomaly,0.0374,48,10.21
W006697,280,Sanjay Uttamrao Deshmukh,Maharashtra,Nanded,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Road,Road Repair & Resurfacing,3712690.96,3801989.07,3968493.63,88,307,1,1,0,0,9,1,delay_anomaly,0.0438,219,6.89
W006699,280,Sanjay Uttamrao Deshmukh,Maharashtra,Bhandara,YAVATMAL-WASHIM,General,Lok Sabha,TMC,Water Supply,Overhead Tank Construction,2066894.29,2231002.67,2474205.08,74,180,1,1,1,1,7,1,delay_anomaly,0.109,106,19.71
