mp_id,mp_name,state,constituency,party,house,annual_allocation,total_works,anomalous_works,total_expenditure,avg_work_risk,flagged_works_count,fraud_rate,utilization_pct,underutilization_risk,mp_risk_score,risk_tier
MP0175,MP Representative 175,Andhra Pradesh,Constituency 175,JD(U),Rajya Sabha,147000000,28,21,56128233.14,44.537142857142854,20,75.0,38.182471523809525,62.72629271428571,59.75,High Risk
MP0069,MP Representative 069,Andaman and Nicobar Islands,Constituency 069,YSRCP,Lok Sabha,147000000,28,20,49822753.68,43.49821428571429,19,71.42857142857143,33.89302971428572,69.16045542857142,59.69,High Risk
MP0075,MP Representative 075,Andhra Pradesh,Constituency 075,TMC,Rajya Sabha,147000000,28,20,51306985.31,44.42642857142857,20,71.42857142857143,34.9027110952381,67.64593335714285,59.68,High Risk
MP0125,MP Representative 125,Andhra Pradesh,Constituency 125,DMK,Rajya Sabha,147000000,28,20,47262585.46,41.75964285714286,17,71.42857142857143,32.15141868027211,71.77287197959184,59.65,High Risk
MP0271,MP Representative 271,Haryana,Constituency 271,JD(U),Lok Sabha,147000000,28,22,65344476.09,46.978571428571435,22,78.57142857142857,44.45202455102041,53.321963173469385,59.62,High Risk
MP0118,MP Representative 118,Sikkim,Constituency 118,TDP,Lok Sabha,147000000,28,22,65646159.64,47.026428571428575,20,78.57142857142857,44.657251455782315,53.01412281632653,59.56,High Risk
MP0495,MP Representative 495,Andhra Pradesh,Constituency 495,TMC,Rajya Sabha,147000000,27,19,48660331.58,43.26888888888889,19,70.37037037037037,33.10226638095238,70.34660042857143,59.52,High Risk
MP0425,MP Representative 425,Andhra Pradesh,Constituency 425,DMK,Rajya Sabha,147000000,27,21,62368598.62,45.447037037037035,21,77.77777777777779,42.42761810884353,56.3585728367347,59.49,High Risk
MP0266,MP Representative 266,Haryana,Constituency 266,AAP,Lok Sabha,147000000,28,20,51273281.18,43.48535714285714,18,71.42857142857143,34.879783115646255,67.68032532653062,59.31,High Risk
MP0080,MP Representative 080,Andhra Pradesh,Constituency 080,RJD,Rajya Sabha,147000000,28,21,57794111.59,44.407500000000006,21,75.0,39.31572217006803,61.02641674489796,59.27,High Risk
MP0102,MP Representative 102,Manipur,Constituency 102,SP,Lok Sabha,147000000,28,21,60094311.19,45.835,20,75.0,40.88048380272109,58.67927429591837,59.25,High Risk
MP0022,MP Representative 022,Manipur,Constituency 022,TDP,Lok Sabha,147000000,28,21,58805087.26,44.81928571428572,19,75.0,40.00346072108844,59.99480891836734,59.18,High Risk
MP0280,MP Representative 280,Andhra Pradesh,Constituency 280,BJD,Rajya Sabha,147000000,28,20,51865083.870000005,43.46321428571429,18,71.42857142857143,35.282369979591834,67.07644503061225,59.15,High Risk
MP0085,MP Representative 085,Andhra Pradesh,Constituency 085,INC,Rajya Sabha,147000000,28,20,51365169.38,43.07928571428572,20,71.42857142857143,34.942292095238095,67.58656185714285,59.13,High Risk
MP0310,MP Representative 310,Andhra Pradesh,Constituency 310,TDP,Rajya Sabha,147000000,28,22,65724934.910000004,45.96821428571429,20,78.57142857142857,44.71084007482993,52.9337398877551,59.12,High Risk
MP0086,MP Representative 086,Haryana,Constituency 086,AAP,Lok Sabha,147000000,28,22,66705925.43,46.50642857142857,19,78.57142857142857,45.37818056462585,51.932729153061224,59.09,High Risk
MP0206,MP Representative 206,Haryana,Constituency 206,AAP,Lok Sabha,147000000,28,21,59688794.27,45.09285714285714,21,75.0,40.60462195238095,59.09306707142857,59.06,High Risk
MP0275,MP Representative 275,Andhra Pradesh,Constituency 275,Other,Rajya Sabha,147000000,28,19,43041406.08,40.67857142857143,17,67.85714285714286,29.279868081632653,76.08019787755102,59.04,High Risk
MP0178,MP Representative 178,Sikkim,Constituency 178,TDP,Lok Sabha,147000000,28,22,65992256.09,45.879642857142855,21,78.57142857142857,44.89269121768707,52.66096317346939,59.02,High Risk
MP0182,MP Representative 182,Manipur,Constituency 182,AAP,Lok Sabha,147000000,28,21,59414436.58,44.5875,19,75.0,40.41798406802721,59.373023897959186,58.93,High Risk
MP0407,MP Representative 407,Manipur,Constituency 407,Other,Lok Sabha,147000000,27,17,35553320.08,39.87518518518518,17,62.96296296296296,24.18593202721088,83.72110195918367,58.92,High Risk
MP0300,MP Representative 300,Andhra Pradesh,Constituency 300,BJP,Rajya Sabha,147000000,28,23,74653646.5,47.96214285714286,23,82.14285714285714,50.78479353741496,43.82280969387756,58.89,High Risk
MP0504,MP Representative 504,Andaman and Nicobar Islands,Constituency 504,BJP,Lok Sabha,165000000,27,20,62220414.57,42.75888888888889,20,74.07407407407408,37.709342163636364,63.43598675454545,58.89,High Risk
MP0353,MP Representative 353,Sikkim,Constituency 353,DMK,Lok Sabha,147000000,28,20,54264635.7,44.20642857142857,20,71.42857142857143,36.914718163265306,64.62792275510205,58.84,High Risk
MP0238,MP Representative 238,Sikkim,Constituency 238,TDP,Lok Sabha,147000000,28,21,62408042.91,46.15392857142857,21,75.0,42.45445095918367,56.3183235612245,58.79,High Risk
MP0327,MP Representative 327,Manipur,Constituency 327,TMC,Lok Sabha,147000000,28,23,74445413.24000001,47.5675,19,82.14285714285714,50.643138258503406,44.03529261224489,58.79,High Risk
MP0413,MP Representative 413,Sikkim,Constituency 413,DMK,Lok Sabha,147000000,27,18,44080169.96,41.697037037037035,16,66.66666666666666,29.986510176870752,75.02023473469387,58.77,High Risk
MP0326,MP Representative 326,Haryana,Constituency 326,AAP,Lok Sabha,147000000,28,20,51390288.28,41.92178571428571,19,71.42857142857143,34.95937978231293,67.56093032653061,58.66,High Risk
MP0039,MP Representative 039,Andaman and Nicobar Islands,Constituency 039,TMC,Lok Sabha,147000000,28,21,61704666.22,45.35071428571428,21,75.0,41.97596341496598,57.036054877551024,58.65,High Risk
MP0184,MP Representative 184,Andaman and Nicobar Islands,Constituency 184,BJD,Lok Sabha,147000000,28,19,46005132.28,41.53035714285714,18,67.85714285714286,31.2960083537415,73.05598746938776,58.63,High Risk
MP0377,MP Representative 377,Manipur,Constituency 377,DMK,Lok Sabha,147000000,27,22,76481949.89,48.98037037037037,20,81.48148148148148,52.02853734013605,41.957193989795925,58.6,High Risk
MP0195,MP Representative 195,Andhra Pradesh,Constituency 195,TMC,Rajya Sabha,147000000,28,21,62178525.28,45.51714285714286,20,75.0,42.2983165170068,56.5525252244898,58.59,High Risk
MP0185,MP Representative 185,Andhra Pradesh,Constituency 185,DMK,Rajya Sabha,147000000,28,21,61837942.0,44.93607142857143,19,75.0,42.066627210884356,56.90005918367346,58.45,High Risk
MP0239,MP Representative 239,Andaman and Nicobar Islands,Constituency 239,Other,Lok Sabha,147000000,28,20,53540873.11,42.70071428571429,19,71.42857142857143,36.42236265986394,65.36645601020409,58.42,High Risk
MP0403,MP Representative 403,Sikkim,Constituency 403,JD(U),Lok Sabha,147000000,27,19,53205744.76,43.31333333333333,19,70.37037037037037,36.194384190476185,65.70842371428571,58.38,High Risk
MP0526,MP Representative 526,Haryana,Constituency 526,TDP,Lok Sabha,147000000,27,18,44063376.95,40.665925925925926,18,66.66666666666666,29.975086360544218,75.03737045918368,58.36,High Risk
MP0037,MP Representative 037,Manipur,Constituency 037,INC,Lok Sabha,147000000,28,22,69012374.83,46.11892857142857,20,78.57142857142857,46.94719376190476,49.579209357142865,58.34,High Risk
MP0309,MP Representative 309,Andaman and Nicobar Islands,Constituency 309,YSRCP,Lok Sabha,147000000,28,19,46487075.03,41.11464285714286,18,67.85714285714286,31.62386056462585,72.56420915306123,58.34,High Risk
MP0501,MP Representative 501,Haryana,Constituency 501,YSRCP,Lok Sabha,147000000,27,20,59157732.04,43.4862962962963,18,74.07407407407408,40.243355129251704,59.63496730612245,58.23,High Risk
MP0347,MP Representative 347,Manipur,Constituency 347,Other,Lok Sabha,147000000,28,20,54956389.73,43.095000000000006,20,71.42857142857143,37.385299136054414,63.92205129591838,58.22,High Risk
MP0513,MP Representative 513,Sikkim,Constituency 513,YSRCP,Lok Sabha,165000000,27,19,56104541.33,40.85925925925926,18,70.37037037037037,34.00275232121212,68.99587151818181,58.22,High Risk
MP0359,MP Representative 359,Andaman and Nicobar Islands,Constituency 359,Other,Lok Sabha,147000000,28,21,63014773.78,45.04,20,75.0,42.867193047619054,55.69921042857142,58.19,High Risk
MP0144,MP Representative 144,Andaman and Nicobar Islands,Constituency 144,BJP,Lok Sabha,147000000,28,19,47057459.0,40.89214285714286,19,67.85714285714286,32.0118768707483,71.98218469387754,58.1,High Risk
MP0420,MP Representative 420,Andhra Pradesh,Constituency 420,BJP,Rajya Sabha,147000000,27,19,51044697.23,41.019999999999996,19,70.37037037037037,34.72428382993197,67.91357425510205,58.02,High Risk
MP0507,MP Representative 507,Manipur,Constituency 507,TMC,Lok Sabha,147000000,27,20,61062166.6,44.11962962962963,19,74.07407407407408,41.538888843537414,57.69166673469388,58.0,High Risk
MP0390,MP Representative 390,Andhra Pradesh,Constituency 390,SP,Rajya Sabha,147000000,27,18,47676439.29,41.75185185185185,18,66.66666666666666,32.432951897959185,71.35057215306122,57.87,High Risk
MP0337,MP Representative 337,Manipur,Constituency 337,INC,Lok Sabha,147000000,28,20,55828220.51,42.63321428571429,19,71.42857142857143,37.97838129931972,63.03242805102042,57.81,High Risk
MP0073,MP Representative 073,Sikkim,Constituency 073,INC,Lok Sabha,147000000,28,20,57894338.39,43.88642857142857,20,71.42857142857143,39.38390366666667,60.9241445,57.79,High Risk
MP0534,MP Representative 534,Andaman and Nicobar Islands,Constituency 534,SP,Lok Sabha,147000000,27,18,46202533.42,40.55,18,66.66666666666666,31.430294843537414,72.85455773469388,57.77,High Risk
MP0197,MP Representative 197,Manipur,Constituency 197,DMK,Lok Sabha,147000000,28,20,59074305.36,44.582142857142856,18,71.42857142857143,40.18660228571429,59.72009657142857,57.76,High Risk
MP0007,MP Representative 007,Manipur,Constituency 007,JD(U),Lok Sabha,147000000,28,21,66550149.199999996,45.847500000000004,21,75.0,45.27221034013605,52.091684489795924,57.61,High Risk
MP0472,MP Representative 472,Manipur,Constituency 472,BJD,Lok Sabha,147000000,27,20,61713110.1,43.3437037037037,20,74.07407407407408,41.981707551020406,57.02743867346939,57.52,High Risk
MP0220,MP Representative 220,Andhra Pradesh,Constituency 220,BJD,Rajya Sabha,147000000,28,22,73528637.77,46.846785714285716,20,78.57142857142857,50.01948147619048,44.97077778571428,57.48,High Risk
MP0475,MP Representative 475,Andhra Pradesh,Constituency 475,JD(U),Rajya Sabha,147000000,27,20,60446632.85,42.40037037037037,20,74.07407407407408,41.12015840136055,58.31976239795918,57.47,High Risk
MP0031,MP Representative 031,Haryana,Constituency 031,JD(U),Lok Sabha,147000000,28,22,75382119.87,47.854285714285716,21,78.57142857142857,51.280353653061226,43.07946952040816,57.41,High Risk
MP0459,MP Representative 459,Andaman and Nicobar Islands,Constituency 459,TMC,Lok Sabha,245000000,27,18,75014118.05,38.8074074074074,17,66.66666666666666,30.618007367346937,74.0729889489796,57.37,High Risk
MP0530,MP Representative 530,Andhra Pradesh,Constituency 530,AAP,Rajya Sabha,147000000,27,20,61501069.25,42.65925925925926,20,74.07407407407408,41.837462074829936,57.2438068877551,57.3,High Risk
MP0204,MP Representative 204,Andaman and Nicobar Islands,Constituency 204,BJP,Lok Sabha,147000000,28,18,43304740.86,39.45642857142857,17,64.28571428571429,29.459007387755104,75.81148891836733,57.24,High Risk
MP0121,MP Representative 121,Haryana,Constituency 121,INC,Lok Sabha,147000000,28,19,50681480.660000004,40.955357142857146,17,67.85714285714286,34.47719772789116,68.28420340816326,57.2,High Risk
MP0112,MP Representative 112,Manipur,Constituency 112,BJD,Lok Sabha,147000000,28,19,52004626.43,41.419285714285714,19,67.85714285714286,35.37729689115646,66.9340546632653,57.05,High Risk
MP0282,MP Representative 282,Manipur,Constituency 282,SP,Lok Sabha,147000000,28,18,44458246.0,39.11035714285714,16,64.28571428571429,30.24370476190476,74.63444285714286,56.8,High Risk
MP0285,MP Representative 285,Andhra Pradesh,Constituency 285,YSRCP,Rajya Sabha,147000000,28,22,72614634.35,44.260714285714286,21,78.57142857142857,49.397710442176866,45.903434336734705,56.68,High Risk
MP0254,MP Representative 254,Andaman and Nicobar Islands,Constituency 254,AAP,Lok Sabha,147000000,28,20,59270150.26,41.9525,20,71.42857142857143,40.31983010884353,59.5202548367347,56.66,High Risk
MP0126,MP Representative 126,Haryana,Constituency 126,SP,Lok Sabha,147000000,28,19,49594740.22,38.886785714285715,17,67.85714285714286,33.737918517006804,69.39312222448979,56.65,High Risk
MP0446,MP Representative 446,Haryana,Constituency 446,AAP,Lok Sabha,147000000,27,17,42315225.05,38.275555555555556,17,62.96296296296296,28.78586738095238,76.82119892857142,56.55,High Risk
MP0250,MP Representative 250,Andhra Pradesh,Constituency 250,TDP,Rajya Sabha,147000000,28,18,45908044.15,39.353928571428575,16,64.28571428571429,31.22996200680272,73.15505698979592,56.53,High Risk
MP0332,MP Representative 332,Manipur,Constituency 332,RJD,Lok Sabha,147000000,28,20,60109155.62,41.84571428571429,16,71.42857142857143,40.89058205442176,58.66412691836736,56.4,High Risk
MP0514,MP Representative 514,Andaman and Nicobar Islands,Constituency 514,TDP,Lok Sabha,147000000,27,21,73030018.83,44.47777777777778,17,77.77777777777779,49.68028491836735,45.47957262244898,56.38,High Risk
MP0308,MP Representative 308,Sikkim,Constituency 308,RJD,Lok Sabha,147000000,28,17,38194101.0,37.090357142857144,17,60.71428571428571,25.982381632653063,81.02642755102042,56.34,High Risk
MP0434,MP Representative 434,Andaman and Nicobar Islands,Constituency 434,AAP,Lok Sabha,147000000,27,20,68423449.49,44.39074074074074,19,74.07407407407408,46.54656427891156,50.18015358163266,56.23,High Risk
MP0301,MP Representative 301,Haryana,Constituency 301,INC,Lok Sabha,147000000,28,19,54150658.09,40.51892857142857,19,67.85714285714286,36.83718237414966,64.74422643877551,56.14,High Risk
MP0055,MP Representative 055,Andhra Pradesh,Constituency 055,JD(U),Rajya Sabha,147000000,28,19,55521017.76,41.24178571428571,18,67.85714285714286,37.76939983673469,63.34590024489796,56.08,High Risk
MP0391,MP Representative 391,Haryana,Constituency 391,JD(U),Lok Sabha,147000000,27,19,61127815.15,42.568888888888885,18,70.37037037037037,41.58354772108843,57.62467841836735,56.06,High Risk
MP0232,MP Representative 232,Manipur,Constituency 232,BJD,Lok Sabha,147000000,28,20,62148409.19,42.03892857142857,19,71.42857142857143,42.27782938095238,56.583255928571425,55.96,High Risk
MP0171,MP Representative 171,Haryana,Constituency 171,TMC,Lok Sabha,245000000,28,19,94539523.45,41.69714285714286,19,67.85714285714286,38.587560591836734,62.1186591122449,55.96,High Risk
MP0296,MP Representative 296,Haryana,Constituency 296,RJD,Lok Sabha,147000000,28,16,35595323.839999996,37.477500000000006,15,57.14285714285714,24.214506013605437,83.67824097959185,55.91,High Risk
MP0468,MP Representative 468,Sikkim,Constituency 468,BJP,Lok Sabha,165000000,27,20,78663619.13,44.198518518518526,19,74.07407407407408,47.67492068484848,48.487618972727276,55.73,High Risk
MP0133,MP Representative 133,Sikkim,Constituency 133,INC,Lok Sabha,147000000,28,21,70825353.45,43.76678571428572,19,75.0,48.18051255102041,47.72923117346938,55.69,High Risk
MP0231,MP Representative 231,Haryana,Constituency 231,TMC,Lok Sabha,147000000,28,19,58044730.65,41.19321428571429,17,67.85714285714286,39.486211326530615,60.77068301020408,55.42,High Risk
MP0465,MP Representative 465,Andhra Pradesh,Constituency 465,YSRCP,Rajya Sabha,147000000,27,17,46003378.53,37.443703703703704,16,62.96296296296296,31.29481532653061,73.05777701020409,55.28,High Risk
MP0064,MP Representative 064,Andaman and Nicobar Islands,Constituency 064,BJD,Lok Sabha,147000000,28,17,43447843.01,37.70178571428572,15,60.71428571428571,29.556355789115646,75.66546631632653,55.25,High Risk
MP0281,MP Representative 281,Haryana,Constituency 281,DMK,Lok Sabha,147000000,28,20,65916817.51,42.471428571428575,19,71.42857142857143,44.84137245578231,52.73794131632653,55.17,High Risk
MP0221,MP Representative 221,Haryana,Constituency 221,DMK,Lok Sabha,147000000,28,21,75529384.7,45.0075,20,75.0,51.38053380952381,42.92919928571428,54.99,High Risk
MP0265,MP Representative 265,Andhra Pradesh,Constituency 265,INC,Rajya Sabha,147000000,28,18,52767840.31,38.958214285714284,17,64.28571428571429,35.89649000680272,66.15526498979591,54.62,High Risk
MP0313,MP Representative 313,Sikkim,Constituency 313,INC,Lok Sabha,147000000,28,21,77122142.09,44.37285714285714,20,75.0,52.464042238095246,41.30393664285713,54.33,High Risk
MP0089,MP Representative 089,Andaman and Nicobar Islands,Constituency 089,DMK,Lok Sabha,147000000,28,20,69691615.58,42.70392857142857,18,71.42857142857143,47.40926229931973,48.886106551020404,54.3,High Risk
MP0127,MP Representative 127,Manipur,Constituency 127,JD(U),Lok Sabha,147000000,28,17,47994987.35,37.89928571428572,16,60.71428571428571,32.649651258503404,71.0255231122449,54.17,High Risk
MP0410,MP Representative 410,Andhra Pradesh,Constituency 410,AAP,Rajya Sabha,147000000,27,19,67167891.59,41.62259259259259,17,70.37037037037037,45.6924432585034,51.461335112244896,54.14,High Risk
MP0137,MP Representative 137,Manipur,Constituency 137,DMK,Lok Sabha,147000000,28,20,71001705.93,41.95214285714286,19,71.42857142857143,48.3004802244898,47.549279663265295,53.67,High Risk
MP0188,MP Representative 188,Sikkim,Constituency 188,RJD,Lok Sabha,147000000,28,18,58042407.31,39.878214285714286,18,64.28571428571429,39.48463082312925,60.77305376530612,53.64,High Risk
MP0389,MP Representative 389,Andaman and Nicobar Islands,Constituency 389,DMK,Lok Sabha,147000000,27,17,55070776.63,38.833333333333336,17,62.96296296296296,37.4631133537415,63.805329969387756,53.52,High Risk
MP0196,MP Representative 196,Haryana,Constituency 196,BJD,Lok Sabha,147000000,28,17,50710708.3,36.505714285714284,15,60.71428571428571,34.497080476190476,68.2543792857143,52.92,High Risk
MP0436,MP Representative 436,Haryana,Constituency 436,BJD,Lok Sabha,147000000,27,18,65458341.74,40.40259259259259,18,66.66666666666666,44.529484176870746,53.20577373469388,52.8,High Risk
MP0409,MP Representative 409,Andaman and Nicobar Islands,Constituency 409,INC,Lok Sabha,147000000,27,17,56779830.49,37.67296296296296,17,62.96296296296296,38.62573502721089,62.06139745918367,52.62,High Risk
MP0357,MP Representative 357,Manipur,Constituency 357,YSRCP,Lok Sabha,147000000,28,18,58047485.72,37.14142857142857,18,64.28571428571429,39.488085523809524,60.76787171428572,52.55,High Risk
MP0155,MP Representative 155,Andhra Pradesh,Constituency 155,Other,Rajya Sabha,147000000,28,18,60679684.87,38.550000000000004,17,64.28571428571429,41.27869719047619,58.081954214285716,52.44,High Risk
MP0114,MP Representative 114,Andaman and Nicobar Islands,Constituency 114,SP,Lok Sabha,147000000,28,17,55088262.87,36.769285714285715,17,60.71428571428571,37.47500875510204,63.78748686734694,51.9,High Risk
MP0043,MP Representative 043,Sikkim,Constituency 043,JD(U),Lok Sabha,147000000,28,18,65516085.28,38.63,18,64.28571428571429,44.56876549659864,53.14685175510205,51.24,High Risk
MP0035,MP Representative 035,Andhra Pradesh,Constituency 035,Other,Rajya Sabha,147000000,28,16,52036873.56,34.67928571428571,15,57.14285714285714,35.399233714285714,66.90114942857143,50.6,High Risk
MP0180,MP Representative 180,Andhra Pradesh,Constituency 180,BJP,Rajya Sabha,165000000,28,17,67192506.75,36.55214285714286,15,60.71428571428571,40.72273136363636,58.91590295454546,50.6,High Risk
MP0230,MP Representative 230,Andhra Pradesh,Constituency 230,AAP,Rajya Sabha,147000000,28,16,56449952.47,35.445,15,57.14285714285714,38.40132821088436,62.39800768367346,49.78,High Risk
MP0015,MP Representative 015,Andhra Pradesh,Constituency 015,TMC,Rajya Sabha,147000000,28,16,63661289.54,35.00071428571429,15,57.14285714285714,43.306999687074835,55.03950046938775,47.76,High Risk
MP0194,MP Representative 194,Andaman and Nicobar Islands,Constituency 194,AAP,Lok Sabha,147000000,28,13,41015827.76,29.006071428571428,12,46.42857142857143,27.901923646258503,78.14711453061224,47.39,High Risk
MP0431,MP Representative 431,Haryana,Constituency 431,Other,Lok Sabha,147000000,27,19,100361196.31,43.16444444444445,18,70.37037037037037,68.27292265986394,17.590616010204094,46.29,High Risk
MP0063,MP Representative 063,Sikkim,Constituency 063,TMC,Lok Sabha,122500000,28,14,66693464.85,30.357142857142858,14,50.0,54.4436447755102,38.334532836734695,39.23,High Risk
MP0056,MP Representative 056,Haryana,Constituency 056,RJD,Lok Sabha,147000000,28,12,75133927.53,26.35892857142857,12,42.857142857142854,51.11151532653061,43.33272701020409,36.38,Moderate Risk
MP0537,MP Representative 537,Manipur,Constituency 537,YSRCP,Lok Sabha,147000000,27,12,79268244.73,26.784814814814816,12,44.44444444444444,53.92397600680272,39.11403598979592,36.05,Moderate Risk
MP0412,MP Representative 412,Manipur,Constituency 412,BJD,Lok Sabha,147000000,27,11,72569862.19,25.741481481481483,11,40.74074074074074,49.36725319047619,45.94912021428571,36.04,Moderate Risk
MP0542,MP Representative 542,Manipur,Constituency 542,AAP,Lok Sabha,147000000,27,11,74959819.22,26.565555555555555,9,40.74074074074074,50.99307429931973,43.510388551020405,35.76,Moderate Risk
MP0467,MP Representative 467,Manipur,Constituency 467,Other,Lok Sabha,147000000,27,13,87929879.01,28.036296296296296,12,48.148148148148145,59.8162442244898,30.2756336632653,35.64,High Risk
MP0331,MP Representative 331,Haryana,Constituency 331,JD(U),Lok Sabha,147000000,28,12,78374214.85,26.543928571428573,12,42.857142857142854,53.315792414965976,40.02631137755104,35.62,Moderate Risk
MP0531,MP Representative 531,Haryana,Constituency 531,TMC,Lok Sabha,165000000,27,10,75941978.94,24.704074074074075,10,37.03703703703704,46.02544178181818,50.96183732727273,35.59,Moderate Risk
MP0455,MP Representative 455,Andhra Pradesh,Constituency 455,Other,Rajya Sabha,147000000,27,12,83582835.44,27.904074074074074,9,44.44444444444444,56.859071727891155,34.71139240816326,35.4,Moderate Risk
MP0273,MP Representative 273,Sikkim,Constituency 273,YSRCP,Lok Sabha,147000000,28,11,70490085.27,23.494642857142857,11,39.285714285714285,47.95243895918367,48.0713415612245,35.17,Moderate Risk
MP0355,MP Representative 355,Andhra Pradesh,Constituency 355,JD(U),Rajya Sabha,147000000,28,12,79764669.06,25.856428571428573,12,42.857142857142854,54.261679632653056,38.607480551020416,34.99,Moderate Risk
MP0002,MP Representative 002,Manipur,Constituency 002,AAP,Lok Sabha,147000000,28,12,82645849.51,27.359285714285715,12,42.857142857142854,56.221666333333346,35.66750049999998,34.86,Moderate Risk
MP0499,MP Representative 499,Andaman and Nicobar Islands,Constituency 499,JD(U),Lok Sabha,147000000,27,12,87628264.28,28.60185185185185,11,44.44444444444444,59.611064136054424,30.583403795918365,34.64,Moderate Risk
MP0344,MP Representative 344,Andaman and Nicobar Islands,Constituency 344,RJD,Lok Sabha,147000000,28,13,92144356.92,29.084285714285716,13,46.42857142857143,62.683236,25.975146,34.38,High Risk
MP0494,MP Representative 494,Andaman and Nicobar Islands,Constituency 494,AAP,Lok Sabha,147000000,27,12,86755835.12,27.30888888888889,10,44.44444444444444,59.01757491156463,31.473637632653055,34.35,Moderate Risk
MP0203,MP Representative 203,Sikkim,Constituency 203,Other,Lok Sabha,147000000,28,13,90579557.08,27.76571428571429,13,46.42857142857143,61.61874631292517,27.571880530612248,34.25,High Risk
MP0053,MP Representative 053,Sikkim,Constituency 053,DMK,Lok Sabha,147000000,28,13,91393090.75,28.274285714285714,11,46.42857142857143,62.17217057823129,26.741744132653068,34.25,High Risk
MP0060,MP Representative 060,Andhra Pradesh,Constituency 060,BJP,Rajya Sabha,147000000,28,11,79213777.64,25.98464285714286,11,39.285714285714285,53.88692356462585,39.16961465306122,33.94,Moderate Risk
MP0486,MP Representative 486,Haryana,Constituency 486,SP,Lok Sabha,165000000,27,13,110568980.73,30.495925925925924,13,48.148148148148145,67.01150347272727,19.482744790909095,33.92,High Risk
MP0535,MP Representative 535,Andhra Pradesh,Constituency 535,JD(U),Rajya Sabha,147000000,27,10,77072941.44,24.448888888888888,10,37.03703703703704,52.430572408163265,41.35414138775511,33.08,Moderate Risk
MP0315,MP Representative 315,Andhra Pradesh,Constituency 315,TMC,Rajya Sabha,165000000,28,10,82433333.26,22.190714285714286,9,35.714285714285715,49.95959591515152,45.06060612727272,32.64,Moderate Risk
MP0464,MP Representative 464,Andaman and Nicobar Islands,Constituency 464,RJD,Lok Sabha,147000000,27,14,112418594.19,32.52518518518519,13,51.85185185185185,76.47523414285715,5.28714878571428,32.48,High Risk
MP0398,MP Representative 398,Sikkim,Constituency 398,AAP,Lok Sabha,147000000,27,11,87596329.93,25.80222222222222,9,40.74074074074074,59.589340088435385,30.615989867346922,32.23,Moderate Risk
MP0536,MP Representative 536,Haryana,Constituency 536,RJD,Lok Sabha,147000000,27,11,88439667.68,26.205185185185183,10,40.74074074074074,60.16303923809524,29.755441142857144,32.18,Moderate Risk
MP0481,MP Representative 481,Haryana,Constituency 481,INC,Lok Sabha,147000000,27,11,88851489.31,26.083703703703705,10,40.74074074074074,60.44319000680273,29.335214989795904,32.03,Moderate Risk
MP0452,MP Representative 452,Manipur,Constituency 452,RJD,Lok Sabha,147000000,27,11,88937890.28,26.00888888888889,10,40.74074074074074,60.501966176870745,29.247050734693882,31.97,Moderate Risk
MP0419,MP Representative 419,Andaman and Nicobar Islands,Constituency 419,Other,Lok Sabha,147000000,27,10,82314932.73,23.633333333333333,9,37.03703703703704,55.99655287755102,36.00517068367347,31.42,Moderate Risk
MP0189,MP Representative 189,Andaman and Nicobar Islands,Constituency 189,YSRCP,Lok Sabha,122500000,28,10,63930931.78,21.087142857142858,10,35.714285714285715,52.18851573877551,41.71722639183674,31.36,Moderate Risk
MP0366,MP Representative 366,Haryana,Constituency 366,SP,Lok Sabha,147000000,28,9,70917058.1,20.096071428571427,9,32.142857142857146,48.24289666666666,47.635655000000014,31.2,Moderate Risk
MP0117,MP Representative 117,Manipur,Constituency 117,YSRCP,Lok Sabha,147000000,28,10,78652587.74,21.65964285714286,6,35.714285714285715,53.50516172789115,39.742257408163276,31.1,Moderate Risk
MP0395,MP Representative 395,Andhra Pradesh,Constituency 395,Other,Rajya Sabha,147000000,27,9,74959836.2,20.851481481481482,9,33.33333333333333,50.99308585034014,43.510371224489795,30.88,Moderate Risk
MP0274,MP Representative 274,Andaman and Nicobar Islands,Constituency 274,TDP,Lok Sabha,147000000,28,10,79919811.41,21.800714285714285,9,35.714285714285715,54.3672186462585,38.449172030612246,30.83,Moderate Risk
MP0200,MP Representative 200,Andhra Pradesh,Constituency 200,RJD,Rajya Sabha,147000000,28,12,99231666.19,27.542142857142856,12,42.857142857142854,67.50453482312925,18.743197765306128,30.7,Moderate Risk
MP0047,MP Representative 047,Manipur,Constituency 047,Other,Lok Sabha,147000000,28,13,108393871.05,29.975714285714286,13,46.42857142857143,73.73732724489795,9.394009132653068,30.59,High Risk
MP0050,MP Representative 050,Andhra Pradesh,Constituency 050,AAP,Rajya Sabha,147000000,28,10,82044872.23,22.337857142857143,9,35.714285714285715,55.81283825170068,36.280742622448976,30.51,Moderate Risk
MP0505,MP Representative 505,Andhra Pradesh,Constituency 505,INC,Rajya Sabha,147000000,27,9,77745909.68,21.478518518518516,7,33.33333333333333,52.8883739319728,40.6674391020408,30.42,Moderate Risk
MP0462,MP Representative 462,Manipur,Constituency 462,SP,Lok Sabha,147000000,27,10,84949470.18,22.75814814814815,9,37.03703703703704,57.7887552244898,33.3168671632653,30.4,Moderate Risk
MP0287,MP Representative 287,Manipur,Constituency 287,Other,Lok Sabha,147000000,28,14,115906582.78,31.17607142857143,13,50.0,78.84801549659865,1.727976755102027,30.4,High Risk
