work_id,mp_id,state,district,constituency,work_category,work_subcategory,work_description,estimated_cost_inr,sanctioned_cost_inr,actual_expenditure_inr,recommendation_date,sanction_date,work_order_date,expected_completion_days,actual_completion_days,status,implementing_agency_id,contractor_id,latitude,longitude,inspection_done,photo_available,photo_location_match,similar_work_count_500m,payment_count,fraud_label,anomaly_type
MPLADS-W009613,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Electricity,Electrification,Electrification for public use in Constituency 344,2961450.58,2880581.72,2914287.39,2024-12-19,2025-02-07,2025-03-07,128,115,In Progress,AG0117,V00068,26.274662,80.523675,1,1,1,0,4,0,none
MPLADS-W009614,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Water,RO Plant,RO Plant for public use in Constituency 344,2527047.75,3713335.22,4578822.05,2025-05-24,2025-07-05,2025-08-01,216,263,Completed,AG0023,V00068,26.204551,80.538986,1,1,0,0,5,1,cost_anomaly
MPLADS-W009615,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Water,RO Plant,RO Plant for public use in Constituency 344,3482414.52,3332475.19,2662229.8,2024-07-14,2024-09-02,2024-10-04,115,384,In Progress,AG0023,V00068,26.17997,80.634494,1,0,1,0,2,1,delay_anomaly
MPLADS-W009616,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Sports,Open Gym,Open Gym for public use in Constituency 344,3707524.18,3647859.08,3706347.61,2024-08-24,2024-10-01,2024-10-29,154,149,In Progress,AG0023,V00068,26.376653,80.622215,1,1,1,1,4,0,none
MPLADS-W009617,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Education,School Library,School Library for public use in Constituency 344,3836906.05,3775382.94,3580754.62,2024-10-06,2024-11-20,2024-12-14,199,219,Completed,AG0117,V00068,26.377337,80.702132,1,1,1,0,4,0,none
MPLADS-W009618,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Community,Community Hall,Community Hall for public use in Constituency 344,2087857.42,2052529.93,2257596.3,2025-06-22,2025-07-30,2025-08-24,182,182,Completed,AG0023,V00394,26.209991,80.529179,1,1,1,4,6,1,duplicate_work
MPLADS-W009619,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 344,2220722.97,2208895.71,2085218.98,2024-11-28,2025-01-12,2025-02-13,124,128,Completed,AG0134,V00121,26.13454,80.599918,1,1,1,0,4,0,none
MPLADS-W009620,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 344,2857612.51,4594421.5,6362047.14,2025-05-08,2025-06-06,2025-07-07,190,204,Completed,AG0134,V00121,26.164681,80.64065,0,1,1,0,6,1,cost_anomaly
MPLADS-W009621,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Community,Public Facility,Public Facility for public use in Constituency 344,3947934.77,3806055.31,3704691.49,2025-02-01,2025-03-05,2025-04-13,114,97,Completed,AG0117,V00121,26.267171,80.74875,1,1,1,1,3,0,none
MPLADS-W009622,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Electricity,Street Lighting,Street Lighting for public use in Constituency 344,2844659.31,2753911.14,2742586.86,2025-04-02,2025-05-13,2025-06-17,227,202,Completed,AG0023,V00068,26.286988,80.640017,1,1,1,0,3,0,none
MPLADS-W009623,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 344,2217426.26,2142327.86,2187298.18,2025-05-03,2025-05-27,2025-06-26,196,186,Completed,AG0023,V00394,26.369079,80.78186,1,1,1,0,3,0,none
MPLADS-W009624,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Drainage,Drain Repair,Drain Repair for public use in Constituency 344,4170189.86,4055765.01,3295411.89,2024-11-11,2024-12-17,2025-01-09,160,474,In Progress,AG0023,V00121,26.259795,80.621843,0,0,1,0,4,1,delay_anomaly
MPLADS-W009625,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Water,Borewell,Borewell for public use in Constituency 344,4239951.39,4170305.76,3892247.6,2024-12-28,2025-02-05,2025-02-24,265,251,In Progress,AG0117,V00394,26.255878,80.652536,1,1,1,1,3,0,none
MPLADS-W009626,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Sports,Sports Complex,Sports Complex for public use in Constituency 344,2580421.69,2639861.13,2572118.93,2025-06-14,2025-07-09,2025-07-26,208,191,Completed,AG0134,V00068,26.208228,80.645823,1,1,1,0,4,0,none
MPLADS-W009627,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Community,Community Hall,Community Hall for public use in Constituency 344,4047433.85,4384979.04,4740360.01,2024-08-10,2024-08-30,2024-10-03,188,219,In Progress,AG0023,V00121,26.311781,80.680652,1,1,1,2,5,1,duplicate_work
MPLADS-W009628,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 344,2043522.41,3120540.03,4150637.64,2025-08-02,2025-08-25,2025-09-29,261,305,Completed,AG0134,V00394,26.287164,80.74148,1,1,0,1,5,1,cost_anomaly
MPLADS-W009629,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Community,Bus Shelter,Bus Shelter for public use in Constituency 344,1494468.33,1489341.41,1378971.84,2024-10-23,2024-11-17,2024-12-26,186,195,Completed,AG0117,V00068,26.355251,80.56982,1,1,1,1,3,0,none
MPLADS-W009630,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 344,2451332.37,2433278.01,2501353.62,2024-10-10,2024-11-28,2024-12-26,199,329,Completed,AG0117,V00394,26.218218,80.515438,1,1,1,0,2,1,delay_anomaly
MPLADS-W009631,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 344,1470936.05,1437556.57,1336717.92,2025-01-01,2025-01-25,2025-02-19,175,195,Completed,AG0023,V00068,26.354678,80.702255,1,1,1,0,2,0,none
MPLADS-W009632,MP0344,Andaman and Nicobar Islands,District 104,Constituency 344,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 344,3677134.12,3686683.35,3583791.22,2024-04-18,2024-06-12,2024-07-02,221,229,Completed,AG0134,V00394,26.225108,80.743954,1,1,1,1,4,0,none
MPLADS-W009633,MP0345,Andhra Pradesh,District 105,Constituency 345,Road,Bridge Approach,Bridge Approach for public use in Constituency 345,1133480.87,1718729.62,2417162.48,2024-09-10,2024-10-16,2025-01-30,165,217,Completed,AG0090,V00013,11.723926,77.655138,0,1,0,1,4,1,cost_anomaly
MPLADS-W009634,MP0345,Andhra Pradesh,District 105,Constituency 345,Sports,Sports Complex,Sports Complex for public use in Constituency 345,1311045.22,2114870.03,2894321.89,2024-10-03,2025-03-24,2025-07-05,124,136,Completed,AG0031,V00054,11.698875,77.876173,0,1,0,0,4,1,cost_anomaly
MPLADS-W009635,MP0345,Andhra Pradesh,District 105,Constituency 345,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 345,888172.67,884905.91,665050.04,2024-12-31,2025-02-07,2025-03-25,265,378,In Progress,AG0031,V00013,11.710463,77.635828,0,0,1,0,2,1,delay_anomaly
MPLADS-W009636,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Clinic Building,Clinic Building for public use in Constituency 345,1029613.25,1462525.89,1748226.21,2024-12-30,2025-06-09,2025-09-28,143,163,In Progress,AG0033,V00042,11.860208,77.704522,0,1,1,0,3,1,cost_anomaly
MPLADS-W009637,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 345,1177133.26,1895056.73,2535914.62,2024-06-09,2024-08-04,2024-09-09,118,176,In Progress,AG0090,V00042,11.659646,77.691712,1,1,0,0,5,1,cost_anomaly
MPLADS-W009638,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 345,499958.47,498180.97,495096.38,2025-07-26,2025-11-08,2026-01-25,145,255,Completed,AG0090,V00013,11.899548,77.65542,1,1,1,0,5,1,delay_anomaly
MPLADS-W009639,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Drain Repair,Drain Repair for public use in Constituency 345,1177143.19,1390923.62,1672647.92,2025-07-19,2025-08-23,2025-10-18,199,341,Completed,AG0033,V00054,11.898007,77.67918,0,0,0,1,7,1,ghost_asset
MPLADS-W009640,MP0345,Andhra Pradesh,District 105,Constituency 345,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 345,1488196.71,1723045.39,1969939.0,2025-06-10,2025-11-24,2026-01-03,90,153,Completed,AG0090,V00013,11.932476,77.709787,0,1,0,2,7,1,ghost_asset
MPLADS-W009641,MP0345,Andhra Pradesh,District 105,Constituency 345,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 345,941445.21,936590.24,873647.52,2024-11-26,2025-01-15,2025-02-14,161,139,Completed,AG0031,V00042,11.743378,77.817808,1,1,1,0,4,0,none
MPLADS-W009642,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 345,514241.3,749761.7,1025013.45,2025-05-23,2025-09-09,2025-10-30,239,284,In Progress,AG0031,V00042,11.877513,77.881315,0,1,0,1,5,1,cost_anomaly
MPLADS-W009643,MP0345,Andhra Pradesh,District 105,Constituency 345,Education,School Building,School Building for public use in Constituency 345,1056883.41,1032533.65,1001375.87,2024-08-03,2024-10-25,2025-01-24,144,386,In Progress,AG0033,V00054,11.80853,77.850888,0,0,1,0,5,1,delay_anomaly
MPLADS-W009644,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Clinic Building,Clinic Building for public use in Constituency 345,703044.84,668549.45,533666.99,2024-05-09,2024-07-14,2024-09-22,197,357,Completed,AG0033,V00042,11.711685,77.821887,0,1,1,0,5,1,delay_anomaly
MPLADS-W009645,MP0345,Andhra Pradesh,District 105,Constituency 345,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 345,996031.14,1412589.39,1657113.96,2025-06-25,2025-09-06,2025-12-29,98,141,Completed,AG0031,V00013,11.720831,77.885164,0,1,0,1,5,1,cost_anomaly
MPLADS-W009646,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Drain Repair,Drain Repair for public use in Constituency 345,687983.37,705444.48,696519.34,2024-11-13,2025-04-05,2025-06-29,206,325,Completed,AG0090,V00042,11.744109,77.847181,1,1,1,0,4,1,delay_anomaly
MPLADS-W009647,MP0345,Andhra Pradesh,District 105,Constituency 345,Road,Culvert Construction,Culvert Construction for public use in Constituency 345,810566.12,815451.4,775487.34,2024-12-06,2025-03-26,2025-06-17,119,97,In Progress,AG0031,V00013,11.829633,77.669945,1,1,1,0,4,0,none
MPLADS-W009648,MP0345,Andhra Pradesh,District 105,Constituency 345,Electricity,Street Lighting,Street Lighting for public use in Constituency 345,1315467.52,1410302.86,1939418.75,2024-05-14,2024-07-11,2024-10-19,178,263,In Progress,AG0090,V00054,11.845789,77.855039,0,0,0,0,11,1,payment_anomaly
MPLADS-W009649,MP0345,Andhra Pradesh,District 105,Constituency 345,Community,Bus Shelter,Bus Shelter for public use in Constituency 345,1358733.18,1361593.36,1359950.37,2024-06-20,2024-07-28,2024-10-18,178,180,Completed,AG0031,V00042,11.823517,77.613473,1,1,1,0,3,0,none
MPLADS-W009650,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Clinic Building,Clinic Building for public use in Constituency 345,1221212.44,1646669.26,2087151.73,2025-05-25,2025-09-22,2025-11-14,155,273,In Progress,AG0031,V00013,11.672601,77.886968,1,1,1,1,4,1,vendor_anomaly
MPLADS-W009651,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 345,682550.2,653263.07,459952.77,2025-06-09,2025-09-01,2025-11-25,242,531,Sanctioned,AG0090,V00054,11.783663,77.696891,1,1,1,0,2,1,delay_anomaly
MPLADS-W009652,MP0345,Andhra Pradesh,District 105,Constituency 345,Electricity,Street Lighting,Street Lighting for public use in Constituency 345,659234.38,633683.01,522807.93,2025-05-03,2025-08-11,2025-10-12,179,326,Sanctioned,AG0090,V00013,11.725422,77.798055,0,1,1,0,5,1,delay_anomaly
MPLADS-W009653,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,RCC Drain,RCC Drain for public use in Constituency 345,865749.18,1257491.54,1735292.64,2024-06-16,2024-10-20,2024-12-23,269,322,In Progress,AG0090,V00042,11.761464,77.656326,0,1,1,0,5,1,cost_anomaly
MPLADS-W009654,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 345,780346.86,828363.88,806511.83,2025-01-02,2025-03-10,2025-06-28,245,277,In Progress,AG0033,V00054,11.853335,77.824674,0,1,1,6,3,1,duplicate_work
MPLADS-W009655,MP0345,Andhra Pradesh,District 105,Constituency 345,Water,Borewell,Borewell for public use in Constituency 345,1143944.96,1140772.75,1059488.14,2024-10-23,2025-02-18,2025-06-18,103,266,In Progress,AG0090,V00013,11.906185,77.701292,1,0,1,0,5,1,delay_anomaly
MPLADS-W009656,MP0345,Andhra Pradesh,District 105,Constituency 345,Education,School Library,School Library for public use in Constituency 345,753183.5,1008723.98,1283896.51,2024-10-30,2025-03-01,2025-05-09,223,317,Completed,AG0090,V00054,11.737788,77.657883,0,1,1,2,7,1,vendor_anomaly
MPLADS-W009657,MP0345,Andhra Pradesh,District 105,Constituency 345,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 345,914001.49,914397.71,858176.88,2024-08-10,2024-12-08,2025-02-21,201,193,Completed,AG0090,V00054,11.66416,77.852204,1,1,1,0,2,0,none
MPLADS-W009658,MP0345,Andhra Pradesh,District 105,Constituency 345,Education,School Toilet,School Toilet for public use in Constituency 345,1436186.0,1419344.65,1586992.18,2025-01-01,2025-05-10,2025-07-03,256,257,Completed,AG0090,V00013,11.789512,77.660115,0,1,1,2,5,1,duplicate_work
MPLADS-W009659,MP0345,Andhra Pradesh,District 105,Constituency 345,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 345,875583.28,901210.1,841220.19,2025-01-07,2025-06-27,2025-10-05,247,217,Completed,AG0033,V00054,11.68638,77.896384,1,1,1,0,3,0,none
MPLADS-W009660,MP0345,Andhra Pradesh,District 105,Constituency 345,Drainage,Drain Repair,Drain Repair for public use in Constituency 345,779000.69,843936.2,896514.91,2024-05-16,2024-10-07,2024-12-29,242,267,In Progress,AG0090,V00042,11.728931,77.695164,0,1,1,4,3,1,duplicate_work
MPLADS-W009661,MP0346,Haryana,District 106,Constituency 346,Road,Culvert Construction,Culvert Construction for public use in Constituency 346,1630898.55,2155503.66,2576098.42,2025-02-04,2025-07-13,2025-09-03,267,347,Completed,AG0123,V00017,24.804928,71.457966,0,1,0,3,4,1,vendor_anomaly
MPLADS-W009662,MP0346,Haryana,District 106,Constituency 346,Community,Bus Shelter,Bus Shelter for public use in Constituency 346,1153280.63,1261382.01,1137414.65,2025-04-20,2025-09-07,2025-12-22,119,178,Completed,AG0080,V00001,24.778329,71.55864,0,1,0,0,7,1,ghost_asset
MPLADS-W009663,MP0346,Haryana,District 106,Constituency 346,Electricity,Electrification,Electrification for public use in Constituency 346,930088.83,960160.56,878328.18,2025-05-27,2025-08-24,2025-11-11,148,459,In Progress,AG0123,V00001,24.770516,71.521978,0,0,1,0,5,1,delay_anomaly
MPLADS-W009664,MP0346,Haryana,District 106,Constituency 346,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 346,1311913.1,2110532.79,2434920.02,2024-06-22,2024-11-02,2025-02-27,259,307,In Progress,AG0123,V00034,24.747495,71.403127,0,1,0,1,6,1,cost_anomaly
MPLADS-W009665,MP0346,Haryana,District 106,Constituency 346,Education,School Toilet,School Toilet for public use in Constituency 346,1364357.93,1369415.29,1378672.82,2024-12-30,2025-05-02,2025-05-29,241,261,Completed,AG0080,V00034,24.97371,71.385632,1,1,1,0,4,0,none
MPLADS-W009666,MP0346,Haryana,District 106,Constituency 346,Road,Culvert Construction,Culvert Construction for public use in Constituency 346,1968907.93,2296898.57,2452839.59,2025-05-08,2025-08-02,2025-09-10,188,341,Completed,AG0084,V00034,24.876762,71.490301,1,1,1,3,9,1,vendor_anomaly
MPLADS-W009667,MP0346,Haryana,District 106,Constituency 346,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 346,1100704.92,1069934.7,785253.6,2024-12-19,2025-02-04,2025-05-07,150,408,In Progress,AG0084,V00001,24.835089,71.413142,0,1,1,0,3,1,delay_anomaly
MPLADS-W009668,MP0346,Haryana,District 106,Constituency 346,Health,Clinic Building,Clinic Building for public use in Constituency 346,1085460.35,1062357.46,758170.81,2024-06-08,2024-07-15,2024-09-05,218,361,In Progress,AG0084,V00001,24.909504,71.40769,1,0,1,0,3,1,delay_anomaly
MPLADS-W009669,MP0346,Haryana,District 106,Constituency 346,Road,Bridge Approach,Bridge Approach for public use in Constituency 346,984020.87,1025269.61,1154605.5,2025-06-10,2025-11-30,2026-03-20,149,192,In Progress,AG0080,V00034,24.772544,71.474446,1,1,1,5,5,1,duplicate_work
MPLADS-W009670,MP0346,Haryana,District 106,Constituency 346,Health,Clinic Building,Clinic Building for public use in Constituency 346,2014360.69,1995187.22,2043760.76,2024-05-23,2024-09-20,2024-12-03,206,194,Completed,AG0080,V00034,24.706594,71.326097,1,1,1,0,3,0,none
MPLADS-W009671,MP0346,Haryana,District 106,Constituency 346,Drainage,Sewage Channel,Sewage Channel for public use in Constituency 346,1449498.35,1449338.45,1490029.96,2025-06-21,2025-07-31,2025-10-13,141,158,Completed,AG0080,V00034,24.745701,71.587681,1,1,1,0,3,0,none
MPLADS-W009672,MP0346,Haryana,District 106,Constituency 346,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 346,1917600.32,2216157.53,2530584.22,2025-03-17,2025-05-26,2025-07-01,256,375,In Progress,AG0123,V00017,24.738728,71.563084,0,1,1,3,6,1,vendor_anomaly
MPLADS-W009673,MP0346,Haryana,District 106,Constituency 346,Road,Culvert Construction,Culvert Construction for public use in Constituency 346,1233137.01,1177695.08,1062436.67,2024-05-20,2024-08-09,2024-11-22,144,422,Sanctioned,AG0123,V00001,24.780158,71.405768,0,1,1,0,2,1,delay_anomaly
MPLADS-W009674,MP0346,Haryana,District 106,Constituency 346,Electricity,Solar Street Light,Solar Street Light for public use in Constituency 346,1356270.76,1741846.41,2258771.28,2024-08-01,2024-10-25,2025-02-02,219,248,Completed,AG0084,V00034,24.789379,71.504127,1,1,1,1,5,1,cost_anomaly
MPLADS-W009675,MP0346,Haryana,District 106,Constituency 346,Water,Drinking Water Pipeline,Drinking Water Pipeline for public use in Constituency 346,1042808.07,1118664.8,1073747.18,2025-01-03,2025-05-02,2025-08-28,230,323,In Progress,AG0084,V00034,24.738692,71.332425,1,0,1,0,2,1,delay_anomaly
MPLADS-W009676,MP0346,Haryana,District 106,Constituency 346,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 346,1194511.76,1149338.41,1063583.78,2025-01-01,2025-03-10,2025-06-02,205,184,Completed,AG0084,V00017,24.918421,71.388651,1,1,1,0,4,0,none
MPLADS-W009677,MP0346,Haryana,District 106,Constituency 346,Health,Clinic Building,Clinic Building for public use in Constituency 346,966003.3,955814.15,982665.29,2024-11-13,2025-02-06,2025-03-26,162,181,In Progress,AG0080,V00001,24.973536,71.36685,1,1,1,0,3,0,none
MPLADS-W009678,MP0346,Haryana,District 106,Constituency 346,Electricity,Street Lighting,Street Lighting for public use in Constituency 346,779317.56,768606.89,707873.58,2024-04-16,2024-08-07,2024-11-04,101,74,Sanctioned,AG0080,V00001,24.769332,71.477812,1,1,1,0,4,0,none
MPLADS-W009679,MP0346,Haryana,District 106,Constituency 346,Sports,Sports Complex,Sports Complex for public use in Constituency 346,798900.46,1060486.02,1356825.42,2024-05-23,2024-06-28,2024-10-03,102,114,In Progress,AG0084,V00001,24.917323,71.448684,0,1,1,0,7,1,cost_anomaly
MPLADS-W009680,MP0346,Haryana,District 106,Constituency 346,Sports,Open Gym,Open Gym for public use in Constituency 346,1743278.92,1677086.41,1268648.93,2025-07-22,2025-09-10,2025-11-09,138,359,Completed,AG0123,V00017,24.969947,71.578363,1,1,1,0,3,1,delay_anomaly
MPLADS-W009681,MP0346,Haryana,District 106,Constituency 346,Community,Community Hall,Community Hall for public use in Constituency 346,1871674.39,2167441.62,1989874.22,2025-07-14,2025-08-28,2025-10-13,126,200,Completed,AG0123,V00001,25.002383,71.353709,0,0,0,2,5,1,ghost_asset
MPLADS-W009682,MP0346,Haryana,District 106,Constituency 346,Education,Smart Classroom,Smart Classroom for public use in Constituency 346,1271361.28,1311698.46,1167265.69,2024-06-06,2024-10-11,2025-01-27,196,402,Completed,AG0080,V00001,25.000075,71.468296,0,1,1,0,5,1,delay_anomaly
MPLADS-W009683,MP0346,Haryana,District 106,Constituency 346,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 346,992656.64,1231756.97,1393533.58,2025-02-25,2025-08-15,2025-09-22,166,320,In Progress,AG0123,V00034,24.902457,71.302253,0,1,1,2,5,1,vendor_anomaly
MPLADS-W009684,MP0346,Haryana,District 106,Constituency 346,Drainage,Drain Repair,Drain Repair for public use in Constituency 346,1072855.13,1327214.0,1651316.97,2024-12-25,2025-05-31,2025-09-10,118,191,In Progress,AG0084,V00017,24.952839,71.564796,0,1,0,3,4,1,vendor_anomaly
MPLADS-W009685,MP0346,Haryana,District 106,Constituency 346,Electricity,Electrification,Electrification for public use in Constituency 346,1222371.82,1230908.16,1211763.75,2025-06-24,2025-10-30,2025-12-12,114,102,Completed,AG0084,V00001,24.972637,71.544327,1,1,1,0,3,0,none
MPLADS-W009686,MP0346,Haryana,District 106,Constituency 346,Health,Health Sub-centre,Health Sub-centre for public use in Constituency 346,1290234.89,1325525.55,1352697.03,2025-05-21,2025-10-05,2025-11-09,249,518,In Progress,AG0123,V00001,25.002755,71.512012,1,1,1,0,4,1,delay_anomaly
MPLADS-W009687,MP0346,Haryana,District 106,Constituency 346,Education,School Library,School Library for public use in Constituency 346,767743.64,1267797.81,1639724.98,2025-05-20,2025-08-11,2025-09-19,116,127,In Progress,AG0080,V00034,24.807998,71.377499,0,1,1,0,3,1,cost_anomaly
MPLADS-W009688,MP0346,Haryana,District 106,Constituency 346,Sports,Open Gym,Open Gym for public use in Constituency 346,1846755.86,2095595.05,2736269.83,2024-09-02,2025-01-01,2025-03-14,262,362,In Progress,AG0080,V00001,24.720682,71.58651,0,0,0,1,13,1,payment_anomaly
MPLADS-W009689,MP0347,Manipur,District 107,Constituency 347,Health,Primary Health Centre,Primary Health Centre for public use in Constituency 347,1231768.49,1347519.96,1488949.49,2025-01-12,2025-05-08,2025-08-23,262,342,In Progress,AG0073,V00031,22.415183,82.094507,0,0,0,0,12,1,payment_anomaly
MPLADS-W009690,MP0347,Manipur,District 107,Constituency 347,Electricity,Electrification,Electrification for public use in Constituency 347,813513.59,798051.89,807656.24,2025-01-26,2025-05-18,2025-07-28,269,262,Completed,AG0022,V00031,22.33726,82.137655,1,1,1,0,3,0,none
MPLADS-W009691,MP0347,Manipur,District 107,Constituency 347,Health,Clinic Building,Clinic Building for public use in Constituency 347,1651308.4,1630381.2,1451341.71,2025-02-06,2025-07-10,2025-08-17,269,474,In Progress,AG0096,V00031,22.546373,82.051304,0,1,1,0,2,1,delay_anomaly
MPLADS-W009692,MP0347,Manipur,District 107,Constituency 347,Community,Bus Shelter,Bus Shelter for public use in Constituency 347,2180725.34,2230770.87,2169993.94,2024-08-11,2025-01-05,2025-02-23,214,454,Completed,AG0022,V00031,22.439477,82.087626,0,1,1,0,2,1,delay_anomaly
MPLADS-W009693,MP0347,Manipur,District 107,Constituency 347,Drainage,Storm Water Drain,Storm Water Drain for public use in Constituency 347,1666541.71,2402701.77,3191127.72,2025-01-03,2025-06-26,2025-08-29,172,210,In Progress,AG0096,V00046,22.429361,82.199446,1,1,0,0,6,1,cost_anomaly
MPLADS-W009694,MP0347,Manipur,District 107,Constituency 347,Electricity,Street Lighting,Street Lighting for public use in Constituency 347,1910151.59,1997488.6,2221492.03,2024-08-24,2024-10-27,2024-12-17,255,273,Completed,AG0073,V00046,22.465483,82.072272,0,1,1,6,3,1,duplicate_work
MPLADS-W009695,MP0347,Manipur,District 107,Constituency 347,Sports,Stadium Pavilion,Stadium Pavilion for public use in Constituency 347,2256194.98,2178769.65,2156176.51,2025-02-03,2025-05-19,2025-06-23,223,233,Completed,AG0022,V00007,22.443433,82.129363,1,1,1,0,4,0,none
MPLADS-W009696,MP0347,Manipur,District 107,Constituency 347,Electricity,Transformer Setup,Transformer Setup for public use in Constituency 347,1508834.16,1760241.45,2029168.28,2024-12-21,2025-02-11,2025-05-25,117,176,Completed,AG0022,V00046,22.384026,82.060291,0,1,0,1,8,1,ghost_asset
MPLADS-W009697,MP0347,Manipur,District 107,Constituency 347,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 347,836092.08,873003.53,823859.3,2024-07-14,2024-10-12,2024-11-13,147,255,In Progress,AG0073,V00046,22.345138,82.281935,0,1,1,0,3,1,delay_anomaly
MPLADS-W009698,MP0347,Manipur,District 107,Constituency 347,Sports,Sports Complex,Sports Complex for public use in Constituency 347,1789874.56,2773653.56,3658446.62,2025-06-28,2025-10-18,2025-11-30,228,256,Completed,AG0073,V00046,22.453579,82.295756,0,1,1,0,3,1,cost_anomaly
MPLADS-W009699,MP0347,Manipur,District 107,Constituency 347,Sports,Playground,Playground for public use in Constituency 347,2033907.58,2043929.03,1570216.88,2025-01-19,2025-05-19,2025-07-30,219,330,Completed,AG0096,V00007,22.485731,82.259766,0,1,1,0,2,1,delay_anomaly
MPLADS-W009700,MP0347,Manipur,District 107,Constituency 347,Community,Crematorium Shed,Crematorium Shed for public use in Constituency 347,1582508.46,1636123.95,1605718.36,2025-04-09,2025-08-21,2025-12-13,155,155,Completed,AG0022,V00046,22.324721,82.123844,1,1,1,1,4,0,none
MPLADS-W009701,MP0347,Manipur,District 107,Constituency 347,Water,Water Tank,Water Tank for public use in Constituency 347,1418831.34,1381850.52,1375831.21,2024-11-09,2025-05-06,2025-08-12,266,272,Sanctioned,AG0096,V00031,22.512414,82.058715,1,1,1,1,4,0,none
MPLADS-W009702,MP0347,Manipur,District 107,Constituency 347,Sports,Open Gym,Open Gym for public use in Constituency 347,1979496.58,2604201.25,3254307.02,2025-04-16,2025-07-28,2025-09-22,243,294,Completed,AG0022,V00046,22.48158,82.116004,1,1,0,1,4,1,cost_anomaly
MPLADS-W009703,MP0347,Manipur,District 107,Constituency 347,Electricity,Street Lighting,Street Lighting for public use in Constituency 347,748988.24,767832.35,725348.22,2025-06-24,2025-11-07,2026-02-04,155,158,Completed,AG0022,V00046,22.516308,82.072323,1,1,1,0,3,0,none
MPLADS-W009704,MP0347,Manipur,District 107,Constituency 347,Drainage,Drain Repair,Drain Repair for public use in Constituency 347,1148660.2,1183927.22,1134728.0,2024-04-29,2024-07-03,2024-10-30,119,101,Completed,AG0073,V00046,22.45973,82.103147,1,1,1,0,3,0,none
MPLADS-W009705,MP0347,Manipur,District 107,Constituency 347,Education,Smart Classroom,Smart Classroom for public use in Constituency 347,1612563.9,2575031.52,3670820.5,2024-05-12,2024-07-31,2024-10-09,112,168,In Progress,AG0073,V00031,22.455283,82.110261,0,1,1,1,7,1,cost_anomaly
MPLADS-W009706,MP0347,Manipur,District 107,Constituency 347,Sports,Sports Complex,Sports Complex for public use in Constituency 347,1374159.85,1333334.11,1197223.16,2024-09-27,2024-11-26,2025-02-13,120,351,In Progress,AG0073,V00046,22.512411,82.035086,0,1,1,0,4,1,delay_anomaly
