mp_id,mp_name,state,constituency,constituency_type,party,house,tenure_start,by_election_flag,annual_allocation_inr
MP0504,MP Representative 504,Andaman and Nicobar Islands,Constituency 504,ST,BJP,Lok Sabha,2024-06-01,0,165000000
MP0505,MP Representative 505,Andhra Pradesh,Constituency 505,General,INC,Rajya Sabha,2022-06-01,0,147000000
MP0506,MP Representative 506,Haryana,Constituency 506,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0507,MP Representative 507,Manipur,Constituency 507,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0508,MP Representative 508,Sikkim,Constituency 508,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0509,MP Representative 509,Andaman and Nicobar Islands,Constituency 509,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0510,MP Representative 510,Andhra Pradesh,Constituency 510,ST,SP,Rajya Sabha,2022-06-01,0,147000000
MP0511,MP Representative 511,Haryana,Constituency 511,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0512,MP Representative 512,Manipur,Constituency 512,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0513,MP Representative 513,Sikkim,Constituency 513,General,YSRCP,Lok Sabha,2024-06-01,0,165000000
MP0514,MP Representative 514,Andaman and Nicobar Islands,Constituency 514,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0515,MP Representative 515,Andhra Pradesh,Constituency 515,General,Other,Rajya Sabha,2022-06-01,0,147000000
MP0516,MP Representative 516,Haryana,Constituency 516,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0517,MP Representative 517,Manipur,Constituency 517,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0518,MP Representative 518,Sikkim,Constituency 518,General,AAP,Lok Sabha,2024-06-01,0,147000000
MP0519,MP Representative 519,Andaman and Nicobar Islands,Constituency 519,General,TMC,Lok Sabha,2024-06-01,0,147000000
MP0520,MP Representative 520,Andhra Pradesh,Constituency 520,General,BJD,Rajya Sabha,2022-06-01,0,147000000
MP0521,MP Representative 521,Haryana,Constituency 521,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0522,MP Representative 522,Manipur,Constituency 522,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0523,MP Representative 523,Sikkim,Constituency 523,General,JD(U),Lok Sabha,2024-06-01,0,147000000
MP0524,MP Representative 524,Andaman and Nicobar Islands,Constituency 524,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0525,MP Representative 525,Andhra Pradesh,Constituency 525,General,YSRCP,Rajya Sabha,2022-06-01,0,147000000
MP0526,MP Representative 526,Haryana,Constituency 526,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0527,MP Representative 527,Manipur,Constituency 527,General,Other,Lok Sabha,2024-06-01,1,147000000
MP0528,MP Representative 528,Sikkim,Constituency 528,ST,BJP,Lok Sabha,2024-06-01,0,147000000
MP0529,MP Representative 529,Andaman and Nicobar Islands,Constituency 529,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0530,MP Representative 530,Andhra Pradesh,Constituency 530,General,AAP,Rajya Sabha,2022-06-01,0,147000000
MP0531,MP Representative 531,Haryana,Constituency 531,General,TMC,Lok Sabha,2024-06-01,0,165000000
MP0532,MP Representative 532,Manipur,Constituency 532,General,BJD,Lok Sabha,2024-06-01,0,147000000
MP0533,MP Representative 533,Sikkim,Constituency 533,General,DMK,Lok Sabha,2024-06-01,0,147000000
MP0534,MP Representative 534,Andaman and Nicobar Islands,Constituency 534,ST,SP,Lok Sabha,2024-06-01,0,147000000
MP0535,MP Representative 535,Andhra Pradesh,Constituency 535,General,JD(U),Rajya Sabha,2022-06-01,0,147000000
MP0536,MP Representative 536,Haryana,Constituency 536,General,RJD,Lok Sabha,2024-06-01,0,147000000
MP0537,MP Representative 537,Manipur,Constituency 537,General,YSRCP,Lok Sabha,2024-06-01,0,147000000
MP0538,MP Representative 538,Sikkim,Constituency 538,General,TDP,Lok Sabha,2024-06-01,0,147000000
MP0539,MP Representative 539,Andaman and Nicobar Islands,Constituency 539,General,Other,Lok Sabha,2024-06-01,0,147000000
MP0540,MP Representative 540,Andhra Pradesh,Constituency 540,ST,BJP,Rajya Sabha,2022-06-01,0,122500000
MP0541,MP Representative 541,Haryana,Constituency 541,General,INC,Lok Sabha,2024-06-01,0,147000000
MP0542,MP Representative 542,Manipur,Constituency 542,General,AAP,Lok Sabha,2024-06-01,0,147000000
